OCC|Date exportation|Pays d'exportation|Quantite|PU|PT|Devise|EQ EU|EQ DT|Produit
ecocert|2025-07-13 00:00:00|Italie|30000.0|12.75|112500.0|3.4|112500.0|382500.0|huile d'olives
ecocert|2025-07-14 00:00:00|France|151900.0|4|607600.0|3.4|607600.0|2065840.0|huile d'olives
ecocert|2025-07-18 00:00:00|Belgique|12927.0|15.456|59464.2|3.36|59464.2|199799.712|huile d'olives
ecocert|2025-07-21 00:00:00|Italie|60000.0|14.5824|260400.0|3.36|260400.0|874944.0|huile d'olives
ecocert|2025-07-21 00:00:00|France|7328.0|15.456|33708.8|3.36|33708.8|113261.568|huile d'olives
ecocert|2025-07-21 00:00:00|oman|2293.2|8.8|20180.16|3.36|17354.9376|58312.590336|huile d'olives
ecocert|2025-07-22 00:00:00|France|1832.0|15.456|8427.199999999999|3.36|8427.199999999999|28315.392|huile d'olives
ecocert|2025-07-22 00:00:00|Italie|92810.0|14.28|394442.5|3.36|394442.5|1325326.8|huile d'olives
ecocert|2025-07-22 00:00:00|Italie|120000.0|13.104|468000.0|3.36|468000.0|1572480.0|huile d'olives
ecocert|2025-07-24 00:00:00|USA|19950.0|13.1767|91770.0|3.37|78004.5|262875.165|huile d'olives
ecocert|2025-07-28 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-07-29 00:00:00|Italie|30000.0|13.36|120000.0|3.34|120000.0|400800.0|huile d'olives
ecocert|2025-07-29 00:00:00|Espagne|150000.0|12.692|570000.0|3.34|570000.0|1903800.0|huile d'olives
ecocert|2025-07-29 00:00:00|Italie|120000.0|13.36|480000.0|3.34|480000.0|1603200.0|huile d'olives
ecocert|2025-07-29 00:00:00|korea|6479.5|5.4|34989.3|3.35|30090.798|100804.1733|huile d'olives
ecocert|2025-07-31 00:00:00|France|11388.0|13.16|45552.0|3.29|45552.0|149866.08|huile d'olives
ecocert|2025-07-31 00:00:00|Italie|30000.0|13.16|120000.0|3.29|120000.0|394800.0|huile d'olives
ecocert|2025-08-01 00:00:00|USA|20500.0|11.885766|84357.5|3.32|73391.025|243658.203|huile d'olives
ecocert|2025-08-01 00:00:00|USA|60000.0|12.34791|256500.0|3.32|223155.0|740874.6000000001|huile d'olives
ecocert|2025-08-01 00:00:00|France|14542.0|13.28|58168.0|3.32|58168.0|193117.76|huile d'olives
ecocert|2025-08-04 00:00:00|France|29000.0|14.3424|125280.0|3.32|125280.0|415929.6|huile d'olives
ecocert|2025-08-04 00:00:00|France|29000.0|14.3424|125280.0|3.32|125280.0|415929.6|huile d'olives
ecocert|2025-08-04 00:00:00|France|29000.0|14.3424|125280.0|3.32|125280.0|415929.6|huile d'olives
ecocert|2025-08-04 00:00:00|France|14542.0|13.28|58168.0|3.32|58168.0|193117.76|huile d'olives
ecocert|2025-08-04 00:00:00|oman|360.36|39.67420800000001|4947.7428|3.36|4255.058808000001|14296.99759488|ho au citron
ecocert|2025-08-05 00:00:00|Italie|30000.0|13.36|120000.0|3.34|120000.0|400800.0|huile d'olives
ecocert|2025-08-06 00:00:00|cote d'ivoire|4287.0|12.169344|18108.288|3.35|15573.12768|52169.97772800001|huile d'olives
ecocert|2025-08-06 00:00:00|Italie|60000.0|14.2375|255000.0|3.35|255000.0|854250.0|huile d'olives
ecocert|2025-08-06 00:00:00|Belgique|14542.0|14.07|61076.4|3.35|61076.4|204605.94|huile d'olives
ecocert|2025-08-06 00:00:00|Espagne|90000.0|14.2375|382500.0|3.35|382500.0|1281375.0|huile d'olives
ecocert|2025-08-06 00:00:00|Belgique|14542.0|14.07|61076.4|3.35|61076.4|204605.94|huile d'olives
ecocert|2025-08-08 00:00:00|Italie|60000.0|12.768|228000.0|3.36|228000.0|766080.0|huile d'olives
ecocert|2025-08-08 00:00:00|Espagne|60000.0|12.768|228000.0|3.36|228000.0|766080.0|huile d'olives
ecocert|2025-08-08 00:00:00|Espagne|300000.0|13.2384|1182000.0|3.36|1182000.0|3971520.0|huile d'olives
ecocert|2025-08-11 00:00:00|Lituanie|13489.0|14.0784|56518.91|3.36|56518.91|189903.5376|huile d'olives
ecocert|2025-08-12 00:00:00|France|6232.0|14.112|26174.4|3.36|26174.4|87945.984|huile d'olives
ecocert|2025-08-12 00:00:00|Italie|30000.0|12.768|114000.0|3.36|114000.0|383040.0|huile d'olives
ecocert|2025-08-14 00:00:00|Belgique|14542.0|14.448|62530.6|3.36|62530.6|210102.816|huile d'olives
ecocert|2025-08-14 00:00:00|Italie|30000.0|13.608|121500.0|3.36|121500.0|408240.0|huile d'olives
ecocert|2025-08-14 00:00:00|Espagne|90000.0|14.28|382500.0|3.36|382500.0|1285200.0|huile d'olives
ecocert|2025-08-15 00:00:00|Italie|60000.0|12.8016|228600.0|3.36|228600.0|768096.0|huile d'olives
ecocert|2025-08-18 00:00:00|Italie|31000.0|13.776|127100.0|3.36|127100.0|427055.9999999999|huile d'olives
ecocert|2025-08-18 00:00:00|Italie|31000.0|13.776|127100.0|3.36|127100.0|427055.9999999999|huile d'olives
ecocert|2025-08-18 00:00:00|Italie|30810.0|13.776|126321.0|3.36|126321.0|424438.5599999999|huile d'olives
ecocert|2025-08-19 00:00:00|Italie|30000.0|13.272|118500.0|3.36|118500.0|398160.0|huile d'olives
ecocert|2025-08-19 00:00:00|Italie|83000.0|13.272|327850.0|3.36|327850.0|1101576.0|huile d'olives
ecocert|2025-08-19 00:00:00|allemagne|55.2|116.86752|6451.087104|3.36|1919.9664|6451.087103999999|ho au citron
ecocert|2025-08-19 00:00:00|allemagne|55.2|116.86752|6451.087104|3.36|1919.9664|6451.087103999999|ho au clémentine
ecocert|2025-08-19 00:00:00|allemagne|27.6|116.86752|3225.543552|3.36|959.9831999999999|3225.543552|ho au menthe
ecocert|2025-08-19 00:00:00|allemagne|13.8|116.86752|1612.771776|3.36|479.9915999999999|1612.771776|ho au fenouil sauvage
ecocert|2025-08-19 00:00:00|allemagne|240.9|59.136|4239.84|3.36|4239.84|14245.8624|huile d'olives
ecocert|1994-08-22 00:00:00|russie|13685.04|18.461534|252646.83125136|3.37|74969.38612800001|252646.83125136|huile d'olives
ecocert|2025-08-22 00:00:00|Espagne|60000.0|14.154|252000.0|3.37|252000.0|849240.0|huile d'olives
ecocert|2025-08-22 00:00:00|Italie|30000.0|12.9408|115200.0|3.37|115200.0|388224.0|huile d'olives
ecocert|2025-08-25 00:00:00|France|6607.0|22.6464|44399.04|3.37|44399.04|149624.7648|huile d'olives
ecocert|2025-08-25 00:00:00|France|3139.0|0|15820.56|3.37|15820.56|0.0|huile d'olives
ecocert|2025-08-25 00:00:00|France|1834.0|16.9848|9243.36|3.37|9243.36|31150.1232|huile d'olives
ecocert|2025-08-25 00:00:00|France|4095.0|16.9848|20638.8|3.37|20638.8|69552.756|huile d'olives
ecocert|2025-08-25 00:00:00|France|1365.0|16.9848|6879.6|3.37|6879.6|23184.252|huile d'olives
ecocert|2025-08-25 00:00:00|France|156.0|16.9848|786.24|3.37|786.24|2649.6288|huile d'olives
ecocert|2025-08-25 00:00:00|France|347.0|16.9848|1748.88|3.37|1748.88|5893.725600000001|huile d'olives
ecocert|2025-08-26 00:00:00|France|19724.0|14.448|84813.2|3.36|84813.2|284972.352|huile d'olives
ecocert|2025-08-28 00:00:00|France|19724.0|14.448|84813.2|3.36|84813.2|284972.352|huile d'olives
ecocert|2025-08-28 00:00:00|Italie|150000.0|14.448|645000.0|3.36|645000.0|2167200.0|huile d'olives
ecocert|2025-08-28 00:00:00|oman|1077.31|39.447072|42496.72513632|3.36|12647.834862|42496.72513632|huile d'olives
ecocert|2025-08-28 00:00:00|oman|1615.97|39.447072|63745.28493984|3.36|18971.810994|63745.28493984|ho à l'ail
ecocert|2025-08-28 00:00:00|oman|2693.28|39.447072|106242.01007616|3.36|31619.645856|106242.01007616|ho au piment
ecocert|2025-08-28 00:00:00|UAE|450.0|285.6|128520.00000000001|3.36|38250.0|128520.0|huile d'olives
ecocert|2025-08-29 00:00:00|France|3664.0|16.8|18320.0|3.36|18320.0|61555.2|huile d'olives
ecocert|2025-08-29 00:00:00|France|19724.0|16.8|98620.0|3.36|98620.0|331363.2|huile d'olives
ecocert|2025-08-29 00:00:00|Italie|121000.0|14.112|508200.0|3.36|508200.0|1707552.0|huile d'olives
ecocert|2025-08-29 00:00:00|Pays-Bas|554.76|26.88|4438.08|3.36|4438.08|14911.9488|huile d'olives
ecocert|2025-09-01 00:00:00|France|662.0|FI050/25  |2118.4|3.36|2118.4|7117.824|huile d'olives
ecocert|2025-09-02 00:00:00|Belgique|14542.0|5|72710.0|3.4|72710.0|247214.0|huile d'olives
ecocert|2025-09-02 00:00:00|Allemagne|392.7|27.2|3141.6|3.4|3141.6|10681.44|huile d'olives
ecocert|2025-09-02 00:00:00|Suisse|989.28|17|4946.4|3.4|4946.4|16817.76|huile d'olives
ecocert|2025-09-03 00:00:00|grande britagne|12977.0|16.85|64885.0|3.37|64885.0|218662.45|huile d'olives
ecocert|2025-09-01 00:00:00|Pays-Bas|400.2|56.0448|6675.335999999999|3.36|6675.335999999999|22429.12896|huile d'olives
ecocert|2025-09-01 00:00:00|Pays-Bas|38.64|109.536|1259.664|3.36|1259.664|4232.471039999999|ho au citron
ecocert|2025-09-01 00:00:00|Pays-Bas|38.64|109.536|1259.664|3.36|1259.664|4232.471039999999|ho a la bergamote
ecocert|2025-09-01 00:00:00|Pays-Bas|38.64|109.536|1259.664|3.36|1259.664|4232.471039999999|ho au clémentine
ecocert|2025-09-01 00:00:00|Pays-Bas|19.32|109.536|629.832|3.36|629.832|2116.23552|ho au fenouil sauvage
ecocert|2025-09-01 00:00:00|Pays-Bas|19.32|109.536|629.832|3.36|629.832|2116.23552|ho au menthe
ecocert|2025-09-02 00:00:00|singapore|2071.19|23.59|14498.33|3.37|14498.33|48859.3721|huile d'olives
ecocert|2025-09-02 00:00:00|singapore|1247.59|23.59|8733.13|3.37|8733.13|29430.6481|huile d'olives
ecocert|2025-09-03 00:00:00|Italie|240000.0|12.806|912000.0|3.37|912000.0|3073440.0|huile d'olives
ecocert|2025-09-03 00:00:00|Espagne|150000.0|141.54|6300000.0|3.37|6300000.0|21231000.0|huile d'olives
ecocert|2025-09-03 00:00:00|kenya|161.16|40.589965|2283.6372|3.37|1941.09162|6541.4787594|huile d'olives
ecocert|2025-09-05 00:00:00|Italie|120000.0|14.28|504000.0|3.4|504000.0|1713600.0|huile d'olives
ecocert|2025-09-05 00:00:00|Belgique|11772.0|17|58860.0|3.4|58860.0|200124.0|huile d'olives
ecocert|2025-09-08 00:00:00|Pays-Bas|2718.0|20.4|16308.0|3.4|16308.0|55447.2|huile d'olives
ecocert|2025-09-08 00:00:00|USA|16000.0|13.94|65600.0|3.4|65600.0|223040.0|huile d'olives
ecocert|2025-09-09 00:00:00|grande britagne|12927.0|17|64635.0|3.4|64635.0|219759.0|huile d'olives
ecocert|2025-09-09 00:00:00|grande britagne|12927.0|17|64635.0|3.4|64635.0|219759.0|huile d'olives
ecocert|2025-09-09 00:00:00|Espagne|300000.0|14.62|1290000.0|3.4|1290000.0|4386000.0|huile d'olives
ecocert|2025-09-10 00:00:00|Slovénie|30000.0|14.62|129000.0|3.4|129000.0|438600.0|huile d'olives
ecocert|2025-09-11 00:00:00|France|14542.0|15.64|66893.2|3.4|66893.2|227436.88|huile d'olives
ecocert|2025-09-11 00:00:00|France|883.0|10.88|2825.6|3.4|2825.6|9607.04|huile d'olives
ecocert|11/092025|libye|480.0|19.6809|3268.8|3.4|2778.48|9446.831999999999|huile d'olives
ecocert|2025-09-12 00:00:00|France|12531.0|15.64|57642.6|3.4|57642.6|195984.84|huile d'olives
ecocert|2025-06-12 00:00:00|canada|10000.0|12.1958|42200.0|3.4|35870.0|121958.0|huile d'olives
ecocert|2025-09-15 00:00:00|kenya|183.0|36.25029000000001|2282.01|3.42|1939.7085|6633.803070000001|huile d'olives
ecocert|2025-09-16 00:00:00|USA|20500.0|14.12802|84685.5|3.42|84685.5|289624.41|huile d'olives
ecocert|2025-09-16 00:00:00|Lituanie|13489.0|14.3298|56518.91|3.42|56518.91|193294.6722|huile d'olives
ecocert|2025-09-16 00:00:00|France|916.0|15.39|4122.0|3.42|4122.0|14097.24|huile d'olives
ecocert|2025-09-16 00:00:00|Espagne|240000.0|13.68|960000.0|3.42|960000.0|3283200.0|huile d'olives
ecocert|2025-09-17 00:00:00|France|5540.0|15.39|24930.0|3.42|24930.0|85260.59999999999|huile d'olives
ecocert|2025-09-17 00:00:00|USA|578.0|27.2916|5491.0|3.42|4612.44|15774.5448|huile d'olives
ecocert|2025-09-17 00:00:00|Italie|90000.0|13.68|360000.0|3.42|360000.0|1231200.0|huile d'olives
ecocert|2025-09-17 00:00:00|Italie|30000.0|13.68|120000.0|3.42|120000.0|410400.0|huile d'olives
ecocert|2025-09-18 00:00:00|Italie|90000.0|13.64|360000.0|3.41|360000.0|1227600.0|huile d'olives
ecocert|2025-09-19 00:00:00|Italie|30000.0|12.7875|112500.0|3.41|112500.0|383625.0|huile d'olives
ecocert|2025-09-22 00:00:00|Espagne|240000.0|14.706|1032000.0|3.42|1032000.0|3529440.0|huile d'olives
ecocert|2025-09-19 00:00:00|grande britagne|12927.0|34.2364|129787.08|3.41|129787.08|442573.9428|huile d'olives
ecocert|2025-09-20 00:00:00|grande britagne|12927.0|34.2364|129787.08|3.41|129787.08|442573.9428|huile d'olives
ecocert|2025-09-21 00:00:00|grande britagne|12927.0|34.2364|129787.08|3.41|129787.08|442573.9428|huile d'olives
ecocert|2025-09-22 00:00:00|grande britagne|12927.0|34.3368|129787.08|3.42|129787.08|443871.8135999999|huile d'olives
ecocert|2025-09-22 00:00:00|afrique de sud|4169.0|24.47694|35102.98|3.42|29837.533|102044.36286|huile d'olives
ecocert|2025-09-23 00:00:00|grande britagne|12927.0|34.3368|129787.08|3.42|129787.08|443871.8135999999|huile d'olives
ecocert|2025-09-23 00:00:00|tanzania|2196.0|57.26789999999999|43261.2|3.42|36772.02|125760.3084|huile d'olives
ecocert|2025-09-23 00:00:00|USA|9388.0|19.44783|62805.72|3.42|53384.86200000001|182576.22804|huile d'olives
ecocert|2025-09-24 00:00:00|grande britagne|12927.0|34.2364|129787.08|3.41|129787.08|442573.9428|huile d'olives
ecocert|2025-09-25 00:00:00|Italie|93200.0|13.64|372800.0|3.41|372800.0|1271248.0|huile d'olives
ecocert|2025-09-26 00:00:00|UAE|76.608|23.783386|621.29088|3.41|534.3101568|1821.997634688|huile d'olives
ecocert|2025-09-29 00:00:00|Italie|57400.0|13.64|229600.0|3.41|229600.0|782936.0|huile d'olives
ecocert|2025-09-29 00:00:00|Italie|30000.0|12.7875|112500.0|3.41|112500.0|383625.0|huile d'olives
ecocert|2025-10-01 00:00:00|Belgique|14542.0|17.05|72710.0|3.41|72710.0|247941.1|huile d'olives
ecocert|2025-10-01 00:00:00|Belgique|14542.0|17.05|72710.0|3.41|72710.0|247941.1|huile d'olives
ecocert|2025-10-03 00:00:00|canada|10483.0|20.2213|211979.8879|3.41|62164.19|211979.8879|huile d'olives
ecocert|2025-10-07 00:00:00|France|19724.0|17|98620.0|3.4|98620.0|335308.0|huile d'olives
ecocert|2025-10-08 00:00:00|France|3759.0|17|18795.0|3.4|18795.0|63903.0|huile d'olives
ecocert|2025-10-09 00:00:00|Belgique|1880.0|17|9400.0|3.4|9400.0|31960.0|huile d'olives
ecocert|2025-10-13 00:00:00|arabie saoudite|12968.0|18.802|243824.33599999998|3.4|71713.04000000001|243824.336|huile d'olives
ecocert|2025-10-13 00:00:00|Belgique|12531.0|17|62655.0|3.4|62655.0|213027.0|huile d'olives
ecocert|2025-10-14 00:00:00|France|6925.0|17|34625.0|3.4|34625.0|117725.0|huile d'olives
ecocert|2025-10-15 00:00:00|France|1847.0|13.4695|7295.650000000001|3.41|7295.650000000001|24878.1665|huile d'olives
ecocert|2025-10-15 00:00:00|France|1583.0|13.4695|6252.85|3.41|6252.85|21322.2185|huile d'olives
ecocert|2025-10-16 00:00:00|Belgique|9538.0|17.05|47690.0|3.41|47690.0|162622.9|huile d'olives
ecocert|2025-10-16 00:00:00|oman|196.56|40.293924|7920.17370144|3.41|2322.631584|7920.173701440001|huile d'olives
ecocert|2025-10-16 00:00:00|oman|502.32|40.293924|20240.44390368|3.41|5935.614047999999|20240.44390368|huile d'olives
ecocert|2025-10-17 00:00:00|Espagne|60000.0|13.299|234000.0|3.41|234000.0|797940.0|huile d'olives
ecocert|2025-10-17 00:00:00|Italie|30000.0|13.4695|118500.0|3.41|118500.0|404085.0|huile d'olives
ecocert|2025-10-20 00:00:00|Italie|120000.0|13.4695|474000.0|3.41|474000.0|1616340.0|huile d'olives
ecocert|2025-10-20 00:00:00|Belgique|8145.0|17.05|40725.0|3.41|40725.0|138872.25|huile d'olives
ecocert|2025-10-20 00:00:00|Belgique|12464.0|17.05|62320.0|3.41|62320.0|212511.2|huile d'olives
ecocert|2025-10-20 00:00:00|uae|27.36|23.783386|650.71344096|3.41|190.825056|650.71344096|huile d'olives
ecocert|2025-10-24 00:00:00|usa|124.2|20.70415599999999|2571.456175199999|3.41|754.0927199999999|2571.4561752|huile d'olives
ecocert|2025-10-24 00:00:00|usa|2111.4|20.704156|43714.75497840001|3.41|12819.57624|43714.7549784|huile d'olives
ecocert|2025-10-24 00:00:00|italie|30000.0|13.4695|404085.0|3.41|118500.0|404085.0|huile d'olive
ecocert|2025-10-27 00:00:00|France|14542.0|17|72710.0|3.4|72710.0|247214.0|huile d'olives
ecocert|2025-10-29 00:00:00|France|17420.0|17.034|87274.2|3.4|87274.2|296732.28|huile d'olives
ecocert|2025-10-27 00:00:00|arabie saoudite|19566.0|42.83184|838047.78144|3.4|246484.6416|838047.7814399999|huile d'olives
ecocert|2025-10-31 00:00:00|Espagne|60000.0|14.11|249000.0|3.4|249000.0|846600.0000000001|huile d'olives
