OCC|Date exportation|Pays d'exportation|Quantite|PU|PT|Devise|EQ EU|EQ DT|Produit
ecocert|2025-04-16 00:00:00|USA|43000.0|15.2592|219300.0|3.4|192984.0|656145.5999999999|huile d'olives
ecocert|2025-04-16 00:00:00|Italie|60000.0|12.92|228000.0|3.4|228000.0|775200.0|huile d'olives
ecocert|2025-04-17 00:00:00|France|14542.0|16.66|71255.8|3.4|71255.8|242269.72|huile d'olives
ecocert|2025-04-17 00:00:00|France|18783.0|16.66|92036.70000000001|3.4|92036.70000000001|312924.78|huile d'olives
ecocert|2025-04-17 00:00:00|France|7591.0|16.66|37195.9|3.4|37195.9|126466.06|huile d'olives
ecocert|2025-04-17 00:00:00|Espagne|60000.0|11.9|210000.0|3.4|210000.0|714000.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|30000.0|11.39|100500.0|3.4|100500.0|341700.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|30000.0|11.39|100500.0|3.4|100500.0|341700.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|30000.0|11.39|100500.0|3.4|100500.0|341700.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|376000.0|13.6|1504000.0|3.4|1504000.0|5113600.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-04-17 00:00:00|Italie|60000.0|13.04325|229500.0|3.41|229500.0|782595.0|huile d'olives
ecocert|2025-04-18 00:00:00|Allemagne|563.0|16.1703|2685.51|3.39|2685.51|9103.8789|huile d'olives
ecocert|2025-04-18 00:00:00|France|18858.0|16.611|92404.20000000001|3.39|92404.20000000001|313250.2380000001|huile d'olives
ecocert|2025-04-18 00:00:00|France|18375.0|16.611|90037.5|3.39|90037.5|305227.125|huile d'olives
ecocert|2025-04-18 00:00:00|Belgique|14542.0|16.611|71255.8|3.39|71255.8|241557.162|huile d'olives
ecocert|2025-04-18 00:00:00|USA|460.0|36.99168000000001|5704.0|3.39|5019.52|17016.1728|huile d'olives
ecocert|2025-04-19 00:00:00|Italie|60000.0|13.56|240000.0|3.39|240000.0|813600.0|huile d'olives
ecocert|2025-04-21 00:00:00|Espagne|150000.0|12.276|540000.0|3.41|540000.0|1841400.0|huile d'olives
ecocert|2025-04-21 00:00:00|Espagne|300000.0|12.276|1080000.0|3.41|1080000.0|3682800.0|huile d'olives
ecocert|2025-04-21 00:00:00|Italie|90000.0|12.8898|340200.0|3.41|340200.0|1160082.0|huile d'olives
ecocert|2025-04-22 00:00:00|France|14542.0|16.709|71255.8|3.41|71255.8|242982.278|huile d'olives
ecocert|2025-04-22 00:00:00|France|14542.0|16.709|71255.8|3.41|71255.8|242982.278|huile d'olives
ecocert|2025-04-22 00:00:00|France|18120.0|16.709|88788.0|3.41|88788.0|302767.08|huile d'olives
ecocert|2025-04-22 00:00:00|France|4847.0|16.709|23750.3|3.41|23750.3|80988.52300000002|huile d'olives
ecocert|2025-04-22 00:00:00|France|19724.0|16.709|96647.6|3.41|96647.6|329568.316|huile d'olives
ecocert|2025-04-22 00:00:00|Espagne|120000.0|13.981|491999.9999999999|3.41|491999.9999999999|1677720.0|huile d'olives
ecocert|2025-04-22 00:00:00|USA|21000.0|14.8335|105000.0|3.41|91350.0|311503.5|huile d'olives
ecocert|2025-04-22 00:00:00|USA|16000.0|15.42684|83200.0|3.41|72384.0|246829.44|huile d'olives
ecocert|2025-04-22 00:00:00|USA|21000.0|15.42684|109200.0|3.41|95004.0|323963.64|huile d'olives
ecocert|2025-04-23 00:00:00|Italie|60000.0|13.26|234000.0|3.4|234000.0|795600.0|huile d'olives
ecocert|2025-04-23 00:00:00|France|14542.0|16.66|71255.8|3.4|71255.8|242269.72|huile d'olives
ecocert|2025-04-23 00:00:00|France|3680.0|16.66|18032.0|3.4|18032.0|61308.8|huile d'olives
ecocert|2025-04-23 00:00:00|Belgique|14542.0|16.66|71255.8|3.4|71255.8|242269.72|huile d'olives
ecocert|2025-04-23 00:00:00|USA|61200.0|11.832|244800.0|3.4|212976.0|724118.4|huile d'olives
ecocert|2025-04-23 00:00:00|USA|19950.0|13.311|89775.0|3.4|78104.25|265554.45|huile d'olives
ecocert|2025-04-24 00:00:00|France|29000.0|14.382|122670.0|3.4|122670.0|417078.0000000001|huile d'olives
ecocert|2025-04-24 00:00:00|France|594.0|16.611|2910.6|3.39|2910.6|9866.934000000001|huile d'olives
ecocert|2025-04-24 00:00:00|USA|21000.0|13.4244|94500.0|3.39|83160.0|281912.4|huile d'olives
ecocert|2025-04-25 00:00:00|USA|21000.0|13.4244|94500.0|3.39|83160.0|281912.4|huile d'olives
ecocert|2025-04-25 00:00:00|France|14542.0|16.272|69801.59999999999|3.39|69801.59999999999|236627.424|huile d'olives
ecocert|2025-04-25 00:00:00|Italie|240000.0|13.56|960000.0|3.39|960000.0|3254400.0|huile d'olives
ecocert|2025-04-25 00:00:00|Italie|30000.0|13.26|117000.0|3.4|117000.0|397800.0|huile d'olives
ecocert|2025-04-25 00:00:00|Italie|30000.0|13.26|117000.0|3.4|117000.0|397800.0|huile d'olives
ecocert|2025-04-25 00:00:00|Italie|30000.0|13.26|117000.0|3.4|117000.0|397800.0|huile d'olives
ecocert|2025-04-25 00:00:00|Italie|30000.0|13.26|117000.0|3.4|117000.0|397800.0|huile d'olives
ecocert|2025-04-28 00:00:00|France|7617.0|16.32|36561.6|3.4|36561.6|124309.44|huile d'olives
ecocert|2025-04-28 00:00:00|France|17967.0|16.32|86241.59999999999|3.4|86241.59999999999|293221.4399999999|huile d'olives
ecocert|2025-04-28 00:00:00|France|7770.0|16.32|37296.0|3.4|37296.0|126806.4|huile d'olives
ecocert|2025-04-28 00:00:00|France|8310.0|16.32|39888.0|3.4|39888.0|135619.2|huile d'olives
ecocert|2025-04-28 00:00:00|qatar|2113.0|18.2512|12889.3|3.4|11342.584|38564.7856|huile d'olives
ecocert|2025-04-29 00:00:00|usa|9388.0|18.81967999999999|59050.52|3.4|51964.45759999999|176679.15584|huile d'olives
ecocert|2025-04-29 00:00:00|France|14158.0|16.32|67958.4|3.4|67958.4|231058.56|huile d'olives
ecocert|2025-04-30 00:00:00|Italie|3000.0|14.174|11190.0|3.8|11190.0|42522.0|huile d'olives
ecocert|2025-04-30 00:00:00|Italie|3000.0|14.174|11190.0|3.8|11190.0|42522.0|huile d'olives
ecocert|2025-04-30 00:00:00|Italie|3000.0|14.174|11190.0|3.8|11190.0|42522.0|huile d'olives
ecocert|2025-05-01 00:00:00|grande britagne|12927.0|15.502|59464.2|3.37|59464.2|200394.354|huile d'olives
ecocert|2025-05-02 00:00:00|France|5540.0|15.456|25484.0|3.36|25484.0|85626.23999999999|huile d'olives
ecocert|2025-05-02 00:00:00|Italie|61405.0|12.768|233339.0|3.36|233339.0|784019.0399999999|huile d'olives
ecocert|2025-05-02 00:00:00|Autriche|4610.0|13.104|17979.0|3.36|17979.0|60409.44|huile d'olives
ecocert|2025-05-02 00:00:00|Italie|200000.0|13.44|800000.0|3.36|800000.0|2688000.0|huile d'olives
ecocert|2025-05-02 00:00:00|Italie|30000.0|13.44|120000.0|3.36|120000.0|403200.0|huile d'olives
ecocert|2025-05-05 00:00:00|Lituanie|11562.0|21.357|72840.59999999999|3.39|72840.59999999999|246929.634|huile d'olives
ecocert|2025-05-05 00:00:00|Lituanie|1565.0|21.357|9859.5|3.39|9859.5|33423.705|huile d'olives
ecocert|2025-05-05 00:00:00|Espagne|60000.0|13.56|240000.0|3.39|240000.0|813600.0|huile d'olives
ecocert|2025-05-05 00:00:00|Italie|30000.0|13.56|120000.0|3.39|120000.0|406800.0|huile d'olives
ecocert|2025-05-05 00:00:00|espagne|22000.0|13.221|1.0|inconnu|85800.0|290862.0|huile d'olives
ecocert|2025-05-05 00:00:00|usa|20500.0|13.221|1.0|inconnu|79950.0|271030.5|huile d'olives
ecocert|2025-05-05 00:00:00|oman|1318.0|15.96012|0.88|inconnu|6205.143999999999|21035.43816|huile d'olives
ecocert|2025-05-07 00:00:00|Italie|30000.0|13.817|123000.0|3.37|123000.0|414509.9999999999|huile d'olives
ecocert|2025-05-07 00:00:00|Italie|30000.0|13.817|123000.0|3.37|123000.0|414509.9999999999|huile d'olives
ecocert|2025-05-07 00:00:00|Italie|30000.0|13.817|123000.0|3.37|123000.0|414509.9999999999|huile d'olives
ecocert|2025-05-07 00:00:00|Italie|30000.0|13.817|123000.0|3.37|123000.0|414509.9999999999|huile d'olives
ecocert|2025-05-07 00:00:00|USA|61200.0|12.45552|257040.0|3.37|226195.2|762277.824|huile d'olives
ecocert|2025-05-07 00:00:00|russie|6684.0|24.7131|1.0|inconnu|48726.36|165182.3604|huile d'olives
ecocert|2025-05-07 00:00:00|uae|2478.5|19.450464|0.88|inconnu|14220.6416|48207.975024|huile d'olives
ecocert|2025-05-08 00:00:00|Italie|60000.0|14.3225|255000.0|3.37|255000.0|859350.0|huile d'olives
ecocert|2025-05-08 00:00:00|France|9233.28|15.502|42473.088|3.37|42473.088|143134.30656|huile d'olives
ecocert|2025-05-08 00:00:00|France|17442.0|17.7936|92093.76000000001|3.37|92093.76000000001|310355.9712|huile d'olives
ecocert|2025-05-08 00:00:00|Belgique|1385.0|15.502|6370.999999999999|3.37|6370.999999999999|21470.27|huile d'olives
ecocert|2025-05-08 00:00:00|Italie|30000.0|12.5701|111900.0|3.37|111900.0|377103.0|huile d'olives
ecocert|2025-05-08 00:00:00|Italie|30000.0|12.5701|111900.0|3.37|111900.0|377103.0|huile d'olives
ecocert|2025-05-09 00:00:00|Belgique|14542.0|15.456|66893.2|3.36|66893.2|224761.152|huile d'olives
ecocert|2025-05-09 00:00:00|France|2770.0|15.456|12742.0|3.36|12742.0|42813.12|huile d'olives
ecocert|2025-05-09 00:00:00|Italie|30000.0|14.112|126000.0|3.36|126000.0|423360.0|huile d'olives
ecocert|2025-05-09 00:00:00|Italie|30000.0|14.112|126000.0|3.36|126000.0|423360.0|huile d'olives
ecocert|2025-05-09 00:00:00|Italie|30000.0|14.112|126000.0|3.36|126000.0|423360.0|huile d'olives
ecocert|2025-05-09 00:00:00|France|3368.0|15.456|15492.8|3.36|15492.8|52055.808|huile d'olives
ecocert|2025-05-09 00:00:00|Italie|30000.0|14.112|126000.0|3.36|126000.0|423360.0|huile d'olives
ecocert|2025-05-09 00:00:00|japon|457.0|29.2516|1.0|inconnu|3966.76|13367.9812|huile d'olives
ecocert|2025-05-12 00:00:00|France|29000.0|13.9181|119770.0|3.37|119770.0|403624.9|huile d'olives
ecocert|2025-05-12 00:00:00|France|29000.0|13.9181|119770.0|3.37|119770.0|403624.9|huile d'olives
ecocert|2025-05-12 00:00:00|USA|21500.0|12.59706|90300.0|3.37|80367.00000000001|270836.79|huile d'olives
ecocert|2025-05-12 00:00:00|USA|500000.0|12.59706|2100000.0|3.37|1869000.0|6298530.000000001|huile d'olives
ecocert|2025-05-14 00:00:00|France|30000.0|13.858|123000.0|3.38|123000.0|415739.9999999999|huile d'olives
ecocert|2025-05-14 00:00:00|France|30000.0|13.858|123000.0|3.38|123000.0|415739.9999999999|huile d'olives
ecocert|2025-05-14 00:00:00|France|30000.0|13.858|123000.0|3.38|123000.0|415739.9999999999|huile d'olives
ecocert|2025-05-14 00:00:00|tanzania|3020.0|22.2066|1.0|inconnu|19841.4|67063.932|huile d'olives
ecocert|2025-05-14 00:00:00|bahrain|349.44|33.872332|0.89|inconnu|3501.878016|11836.34769408|ho au citron
ecocert|2025-05-15 00:00:00|Belgique|9002.0|15.548|41409.2|3.38|41409.2|139963.096|huile d'olives
ecocert|2025-05-15 00:00:00|France|90000.0|13.013|346500.0|3.38|346500.0|1171170.0|huile d'olives
ecocert|2025-05-15 00:00:00|USA|21000.0|12.63444|88200.0|3.38|78498.00000000001|265323.24|huile d'olives
ecocert|2025-05-15 00:00:00|USA|21000.0|12.63444|88200.0|3.38|78498.00000000001|265323.24|huile d'olives
ecocert|2025-05-15 00:00:00|USA|21500.0|12.63444|90300.0|3.38|80367.00000000001|271640.46|huile d'olives
ecocert|2025-05-16 00:00:00|Italie|120000.0|12.4722|442800.0|3.38|442800.0|1496664.0|huile d'olives
ecocert|2025-05-17 00:00:00|USA|500000.0|12.55968|2100000.0|3.36|1869000.0|6279840.000000001|huile d'olives
ecocert|2025-05-17 00:00:00|USA|21000.0|12.55968|88200.0|3.36|78498.00000000001|263753.28|huile d'olives
ecocert|2025-05-19 00:00:00|France|11772.0|15.548|54151.2|3.38|54151.2|183031.056|huile d'olives
ecocert|2025-05-19 00:00:00|France|29000.0|14.2974|122670.0|3.38|122670.0|414624.6|huile d'olives
ecocert|2025-05-19 00:00:00|Italie|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-19 00:00:00|Italie|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-19 00:00:00|France|29000.0|14.196|121800.0|3.38|121800.0|411684.0|huile d'olives
ecocert|2025-05-19 00:00:00|usa|48000.0|12.920219|0.89|inconnu|183482.4|620170.512|huile d'olives
ecocert|2025-05-19 00:00:00|lituanie|12764.0|21.2264|1.0|inconnu|80157.92|270933.7696|huile d'olives
ecocert|2025-05-19 00:00:00|France|29000.0|14.196|121800.0|3.38|121800.0|411684.0|huile d'olives
ecocert|2025-05-19 00:00:00|USA|204380.0|12.49248|858396.0|3.38|755388.48|2553213.0624|huile d'olives
ecocert|2025-05-20 00:00:00|Espagne|150000.0|14.154|630000.0|3.37|630000.0|2123100.0|huile d'olives
ecocert|2025-05-20 00:00:00|Espagne|60000.0|13.4126|238800.0|3.37|238800.0|804756.0|huile d'olives
ecocert|2025-05-20 00:00:00|USA|21500.0|12.59706|90300.0|3.37|80367.00000000001|270836.79|huile d'olives
ecocert|2025-05-20 00:00:00|USA|600000.0|12.59706|2520000.0|3.37|2242800.0|7558236.000000002|huile d'olives
ecocert|2025-05-20 00:00:00|usa|600000.0|12.747025|0.89|inconnu|2269500.0|7648215.0|huile d'olives
ecocert|2025-05-20 00:00:00|Italie|210000.0|14.2551|1.0|inconnu|888300.0000000001|2993571.0|huile d'olives
ecocert|2025-05-20 00:00:00|USA|21500.0|12.59706|90300.0|3.37|80367.00000000001|270836.79|huile d'olives
ecocert|2025-05-20 00:00:00|USA|21500.0|12.59706|90300.0|3.37|80367.00000000001|270836.79|huile d'olives
ecocert|2025-05-21 00:00:00|grande britagne|12927.0|15.548|59464.2|3.38|59464.2|200988.996|huile d'olives
ecocert|2025-05-21 00:00:00|USA|500000.0|12.49248|2100000.0|3.38|1848000.0|6246240.0|huile d'olives
ecocert|2025-05-22 00:00:00|irak|7552.0|14.196|31718.4|3.38|31718.4|107208.192|huile d'olives
ecocert|2025-05-22 00:00:00|usa|5509.0|30.428112|56357.07|3.38|49594.2216|167628.469008|huile d'olives
ecocert|2025-05-21 00:00:00|Espagne|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-21 00:00:00|Espagne|310.0|14.196|1302.0|3.38|1302.0|4400.76|huile d'olives
ecocert|2025-05-21 00:00:00|Espagne|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-21 00:00:00|Pays-Bas|6624.0|14.196|27820.8|3.38|27820.8|94034.304|huile d'olives
ecocert|2025-05-23 00:00:00|Italie|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-23 00:00:00|usa|189000.0|14.2636|1.0|inconnu|797580.0|2695820.4|huile d'olives
ecocert|2025-05-23 00:00:00|usa|63000.0|13.7566|1.0|inconnu|256410.0|866665.8|huile d'olives
ecocert|2025-05-26 00:00:00|Belgique|11772.0|15.594|54151.2|3.39|54151.2|183572.568|huile d'olives
ecocert|2025-05-26 00:00:00|Belgique|14542.0|15.594|66893.2|3.39|66893.2|226767.948|huile d'olives
ecocert|2025-05-26 00:00:00|France|14158.0|15.594|65126.8|3.39|65126.8|220779.852|huile d'olives
ecocert|2025-05-26 00:00:00|France|21105.0|15.594|97082.99999999999|3.39|97082.99999999999|329111.3699999999|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|90000.0|14.196|378000.0|3.38|378000.0|1277640.0|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|60000.0|14.196|252000.0|3.38|252000.0|851760.0|huile d'olives
ecocert|2025-05-27 00:00:00|France|14158.0|15.548|65126.8|3.38|65126.8|220128.584|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|30000.0|14.196|126000.0|3.38|126000.0|425880.0|huile d'olives
ecocert|2025-05-27 00:00:00|France|60000.0|12.844|228000.0|3.38|228000.0|770640.0|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|30000.0|11.83|105000.0|3.38|105000.0|354900.0|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|30000.0|11.83|105000.0|3.38|105000.0|354900.0|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|30000.0|11.83|105000.0|3.38|105000.0|354900.0|huile d'olives
ecocert|2025-05-27 00:00:00|Italie|30000.0|11.83|105000.0|3.38|105000.0|354900.0|huile d'olives
ecocert|2025-05-28 00:00:00|Italie|240000.0|13.351|948000.0|3.38|948000.0|3204240.0|huile d'olives
ecocert|2025-05-28 00:00:00|Espagne|300000.0|12.675|1125000.0|3.38|1125000.0|3802500.0|huile d'olives
ecocert|2025-05-30 00:00:00|new zealand|872.0|39.0189|1.0|inconnu|10036.72|34024.4808|huile d'olives
ecocert|2025-05-30 00:00:00|Italie|10000.0|12.882|1.0|inconnu|38000.0|128820.0|huile d'olives
ecocert|2025-06-02 00:00:00|UAE|54.72|22.229194|0.86|3.37|360.944064|1216.38149568|huile d'olives
ecocert|2025-06-02 00:00:00|France|7716.0|13.48|30864.0|3.37|30864.0|104011.68|huile d'olives
ecocert|2025-06-03 00:00:00|Italie|120000.0|12.096|432000.0|3.36|432000.0|1451520.0|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|210000.0|14.2551|888300.0000000001|3.37|888300.0000000001|2993571.0|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|30000.0|13.6752|122100.0|3.36|122100.0|410256.0000000001|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|30000.0|13.6752|122100.0|3.36|122100.0|410256.0000000001|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|30000.0|13.6752|122100.0|3.36|122100.0|410256.0000000001|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|30000.0|13.6752|122100.0|3.36|122100.0|410256.0000000001|huile d'olives
ecocert|2025-06-04 00:00:00|Italie|63000.0|13.48|252000.0|3.37|252000.0|849240.0|huile d'olives
ecocert|2025-06-10 00:00:00|USA|43000.0|11.7276|172000.0|3.37|149640.0|504286.8|huile d'olives
ecocert|2025-06-10 00:00:00|USA|43000.0|11.7276|172000.0|3.37|149640.0|504286.8|huile d'olives
ecocert|2025-06-11 00:00:00|Italie|60000.0|13.52|240000.0|3.38|240000.0|811200.0|huile d'olives
ecocert|2025-06-11 00:00:00|Italie|240000.0|13.52|960000.0|3.38|960000.0|3244800.0|huile d'olives
ecocert|2025-06-11 00:00:00|Espagne|58000.0|13.52|232000.0|3.38|232000.0|784160.0|huile d'olives
ecocert|2025-06-12 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-06-12 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-06-12 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-06-12 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-06-12 00:00:00|Italie|240000.0|13.6|960000.0|3.4|960000.0|3264000.0|huile d'olives
ecocert|2025-06-12 00:00:00|Belgique|1275.0|13.6|5100.0|3.4|5100.0|17340.0|huile d'olives
ecocert|2025-06-12 00:00:00|Belgique|14542.0|13.6|58168.0|3.4|58168.0|197771.2|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|Espagne|30000.0|13.1144|116400.0|3.38|116400.0|393432.0|huile d'olives
ecocert|2025-06-13 00:00:00|France|11426.4|33.694|113235.624|3.4|113235.624|385001.1216|huile d'olives
ecocert|2025-06-13 00:00:00|usa|108000.0|13.574756|0.86|3.38|433749.6|1466073.648|huile d'olives
ecocert|2025-06-13 00:00:00|usa|65000.0|13.458484|0.86|3.38|258817.0|874801.46|huile d'olives
ecocert|2025-06-16 00:00:00|Italie|90000.0|13.56|360000.0|3.39|360000.0|1220400.0|huile d'olives
ecocert|2025-06-16 00:00:00|Belgique|14542.0|15.594|66893.2|3.39|66893.2|226767.948|huile d'olives
ecocert|2025-06-16 00:00:00|France|9849.0|15.594|45305.39999999999|3.39|45305.39999999999|153585.306|huile d'olives
ecocert|2025-06-16 00:00:00|lituanie|13489.0|20.679|1.0|3.39|82282.9|278939.031|huile d'olives
ecocert|2025-06-16 00:00:00|Pays-Bas|5517.0|20.5773|1.0|3.39|33488.19|113524.9641|huile d'olives
ecocert|2025-06-17 00:00:00|Italie|32000.0|13.52|128000.0|3.38|128000.0|432640.0|huile d'olives
ecocert|2025-06-17 00:00:00|Italie|30000.0|13.52|120000.0|3.38|120000.0|405600.0|huile d'olives
ecocert|2025-06-17 00:00:00|Italie|30000.0|13.52|120000.0|3.38|120000.0|405600.0|huile d'olives
ecocert|2025-06-18 00:00:00|Belgique|12927.0|15.548|59464.2|3.38|59464.2|200988.996|huile d'olives
ecocert|2025-06-18 00:00:00|France|1104.0|15.548|5078.4|3.38|5078.4|17164.992|huile d'olives
ecocert|2025-06-18 00:00:00|Italie|30000.0|13.7566|122100.0|3.38|122100.0|412698.0000000001|huile d'olives
ecocert|2025-06-18 00:00:00|Italie|30000.0|13.7566|122100.0|3.38|122100.0|412698.0000000001|huile d'olives
ecocert|2025-06-18 00:00:00|Italie|30000.0|13.7566|122100.0|3.38|122100.0|412698.0000000001|huile d'olives
ecocert|2025-06-18 00:00:00|Italie|30000.0|13.52|120000.0|3.38|120000.0|405600.0|huile d'olives
ecocert|2025-06-19 00:00:00|usa|300000.0|12.90036|0.87|3.37|1148400.0|3870108.0|huile d'olives
ecocert|2025-06-20 00:00:00|france|60000.0|12.9745|1.0|3.37|231000.0|778470.0|huile d'olives
ecocert|2025-06-20 00:00:00|france|31171.4|30.7344|1.0|3.37|284283.168|958034.27616|huile d'olives
ecocert|2025-06-21 00:00:00|USA|500000.0|11.7304|2000000.0|3.41|1720000.0|5865200.0|huile d'olives
ecocert|2025-06-23 00:00:00|USA|300000.0|11.6928|1200000.0|3.36|1044000.0|3507840.0|huile d'olives
ecocert|2025-06-23 00:00:00|USA|19915.0|11.6928|79660.0|3.36|69304.2|232862.112|huile d'olives
ecocert|2025-06-23 00:00:00|France|17445.0|17.187|88969.5|3.37|88969.5|299827.215|huile d'olives
ecocert|2025-06-23 00:00:00|Italie|90000.0|12.806|342000.0|3.37|342000.0|1152540.0|huile d'olives
ecocert|2025-06-24 00:00:00|France|30000.0|14.154|126000.0|3.37|126000.0|424620.0|huile d'olives
ecocert|2025-06-24 00:00:00|France|30000.0|14.154|126000.0|3.37|126000.0|424620.0|huile d'olives
ecocert|2025-06-24 00:00:00|France|30000.0|14.154|126000.0|3.37|126000.0|424620.0|huile d'olives
ecocert|2025-06-25 00:00:00|France|30000.0|14.154|126000.0|3.37|126000.0|424620.0|huile d'olives
ecocert|2025-06-25 00:00:00|France|30000.0|14.154|126000.0|3.37|126000.0|424620.0|huile d'olives
ecocert|2025-06-25 00:00:00|France|30000.0|13.3115|118500.0|3.37|118500.0|399345.0|huile d'olives
ecocert|2025-06-27 00:00:00|Espagne|300000.0|13.351|1185000.0|3.38|1185000.0|4005300.0|huile d'olives
ecocert|2025-06-27 00:00:00|allemagne|53000.0|14.6016|1.0|3.38|228960.0|773884.8|huile d'olives
ecocert|2025-07-01 00:00:00|Espagne|150000.0|13.6|600000.0|3.4|600000.0|2040000.0|huile d'olives
ecocert|2025-07-01 00:00:00|Pays-Bas|6624.0|6.7|44380.8|3.4|44380.8|150894.72|huile d'olives
ecocert|2025-07-02 00:00:00|Espagne|150000.0|3.8|570000.0|3.4|570000.0|1938000.0|huile d'olives
ecocert|2025-07-02 00:00:00|Italie|30000.0|13.515|119250.0|3.4|119250.0|405450.0|huile d'olives
ecocert|2025-07-02 00:00:00|Italie|30000.0|13.515|119250.0|3.4|119250.0|405450.0|huile d'olives
ecocert|2025-07-02 00:00:00|Italie|30000.0|13.515|119250.0|3.4|119250.0|405450.0|huile d'olives
ecocert|2025-07-02 00:00:00|Italie|30000.0|13.515|119250.0|3.4|119250.0|405450.0|huile d'olives
ecocert|2025-07-03 00:00:00|France|26500.0|13.515|105337.5|3.4|105337.5|358147.5|huile d'olives
ecocert|2025-07-03 00:00:00|Italie|60000.0|13.94|246000.0|3.4|246000.0|836399.9999999999|huile d'olives
ecocert|2025-07-04 00:00:00|France|29000.0|13.94|118900.0|3.4|118900.0|404259.9999999999|huile d'olives
ecocert|2025-07-04 00:00:00|France|3561.0|15.64|16380.6|3.4|16380.6|55694.03999999999|huile d'olives
ecocert|2025-07-04 00:00:00|France|2374.0|15.64|10920.4|3.4|10920.4|37129.36|huile d'olives
ecocert|2025-07-07 00:00:00|oman|3295.0|5.35|17628.25|3.41|14984.0125|51095.482625|huile d'olives
ecocert|2025-07-07 00:00:00|USA|16000.0|14.663|68800.0|3.41|68800.0|234608.0|huile d'olives
ecocert|2025-07-07 00:00:00|Italie|180000.0|12.7875|675000.0|3.41|675000.0|2301750.0|huile d'olives
ecocert|2025-07-07 00:00:00|Italie|90000.0|12.958|342000.0|3.41|342000.0|1166220.0|huile d'olives
ecocert|2025-07-07 00:00:00|Italie|180000.0|12.958|684000.0|3.41|684000.0|2332440.0|huile d'olives
ecocert|2025-07-08 00:00:00|France|5342.0|17.94|24573.2|3.9|24573.2|95835.47999999998|huile d'olives
ecocert|2025-07-08 00:00:00|France|2638.0|17.94|12134.8|3.9|12134.8|47325.71999999999|huile d'olives
ecocert|2025-07-08 00:00:00|France|14542.0|17.94|66893.2|3.9|66893.2|260883.48|huile d'olives
ecocert|2025-07-09 00:00:00|France|14542.0|15.64|66893.2|3.4|66893.2|227436.88|huile d'olives
ecocert|2025-07-11 00:00:00|France|2815.2|23.01|16609.68|3.9|16609.68|64777.752|huile d'olives
ecocert|2025-07-10 00:00:00|Espagne|58000.0|13.6|232000.0|3.4|232000.0|788800.0|huile d'olives
ecocert|2025-07-10 00:00:00|Espagne|150000.0|13.6|600000.0|3.4|600000.0|2040000.0|huile d'olives
ecocert|2025-07-10 00:00:00|Italie|30000.0|13.6|120000.0|3.4|120000.0|408000.0|huile d'olives
ecocert|2025-07-11 00:00:00|Belgique|14542.0|17.94|66893.2|3.9|66893.2|260883.48|huile d'olives
ecocert|2025-07-11 00:00:00|Italie|60000.0|15.99|246000.0|3.9|246000.0|959399.9999999999|huile d'olives
ecocert|2025-07-11 00:00:00|France|14542.0|17.94|66893.2|3.9|66893.2|260883.48|huile d'olives
