OCC|Date exportation|Pays d'exportation|Quantite|PU|PT|EQ DT|EQ EU|Devise|Produit
ecocert|2024-10-01|Portugal|10000.0|4.0|40000|134400.0|40000.0|1.0|Poudre de dattes
ecocert|2024-10-01|Allemagne|2160.0|4.0|8640|29030.4|8640.0|1.0|Dattes Dénoyautées
ecocert|2024-10-01|Allemagne|1215.0|4.0|4860|16329.6|4860.0|1.0|Dattes Dénoyautées
ecocert|2024-10-01|Allemagne|10260.0|4.0|41040|137894.4|41040.0|1.0|Dattes Dénoyautées
ecocert|2024-10-01|Allemagne|1080.0|4.0|4320|14515.2|4320.0|1.0|Dattes Dénoyautées
ecocert|2024-10-03|France|20000.0|4.0|80000|269600.0|80000.0|1.0|Dattes Dénoyautées
ecocert|2024-10-04|Allemagne|20000.0|4.0|80000|268800.0|80000.0|1.0|Dattes Dénoyautées
ecocert|2024-10-07|Portugal|10000.0|4.0|40000|134000.0|40000.0|1.0|Poudre de dattes
ecocert|2024-10-08|Suisse|20880.0|4.0|83520|279792.0|83520.0|1.0|Dattes Dénoyautées
ecocert|2024-10-08|Danemark|10375.2|4.0|41500.8|139027.68|41500.8|1.0|Dattes Dénoyautées
ecocert|2024-10-08|Suisse|20880.0|4.0|83520|279792.0|83520.0|1.0|dattes standards
ecocert|2024-10-09|Espagne|4480.0|4.0|17920|60032.0|17920.0|1.0|pâte de datte
ecocert|2024-10-10|Autriche|16896.0|4.0|67584|227082.24|67584.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Allemagne|1440.0|4.0|5760|19353.6|5760.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Allemagne|1620.0|4.0|6480|21772.8|6480.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Allemagne|864.0|4.0|3456|11612.16|3456.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Allemagne|3456.0|4.0|13824|46448.64|13824.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Autriche|16896.0|4.0|67584|227082.24|67584.0|1.0|dattes standards
ecocert|2024-10-10|Allemagne|9720.0|4.0|38880|130636.8|38880.0|1.0|Dattes Dénoyautées
ecocert|2024-10-10|Allemagne|1440.0|4.0|5760|19353.6|5760.0|1.0|pâte de datte
ecocert|2024-10-10|Allemagne|1620.0|4.0|6480|21772.8|6480.0|1.0|Poudre de dattes
ecocert|2024-10-10|Allemagne|864.0|4.0|3456|11612.16|3456.0|1.0|dattes conditionnées
ecocert|2024-10-10|Allemagne|3456.0|4.0|13824|46448.64|13824.0|1.0|dattes conditionnées
ecocert|2024-10-11|Autriche|6528.0|4.0|26112|87475.2|26112.0|1.0|Dattes Dénoyautées
ecocert|2024-10-11|Suisse|4980.0|4.0|19920|66732.0|19920.0|1.0|Dattes Dénoyautées
ecocert|2024-10-11|Autriche|6528.0|4.0|26112|87475.2|26112.0|1.0|dattes standards
ecocert|2024-10-11|Pologne|21600.0|4.0|86400|289440.0|86400.0|1.0|Dattes Dénoyautées
ecocert|2024-10-11|France|1680.0|4.0|6720|22512.0|6720.0|1.0|Dattes Branchées
ecocert|2024-10-11|France|3200.0|4.0|12800|42880.0|12800.0|1.0|dattes conditionnées
ecocert|2024-10-11|France|5346.0|4.0|21384|71636.40000000001|21384.0|1.0|dattes conditionnées
ecocert|2024-10-11|France|3402.0|4.0|13608|45586.8|13608.0|1.0|dattes conditionnées
ecocert|2024-10-11|France|1600.0|4.0|6400|21440.0|6400.0|1.0|Dattes Dénoyautées
ecocert|2024-10-11|France|640.0|4.0|2560|8576.0|2560.0|1.0|Dattes découpées
ecocert|2024-10-11|France|1728.0|4.0|6912|23155.2|6912.0|1.0|pâte de datte
ecocert|2024-10-11|France|832.0|4.0|3328|11148.8|3328.0|1.0|pâte de datte
ecocert|2024-10-14|France|1920.0|4.0|7680|25728.0|7680.0|1.0|Dattes Dénoyautées
ecocert|2024-10-14|France|3240.0|4.0|12960|43416.0|12960.0|1.0|dattes conditionnées
ecocert|2024-10-14|France|4320.0|4.0|17280|57888.0|17280.0|1.0|dattes conditionnées
ecocert|2024-10-14|France|2160.0|4.0|8640|28944.0|8640.0|1.0|dattes standards
ecocert|2024-10-14|France|1440.0|4.0|5760|19296.0|5760.0|1.0|pâte de datte
ecocert|2024-10-14|France|600.0|4.0|2400|8040.0|2400.0|1.0|Dattes découpées
ecocert|2024-10-15|Danemark|5760.0|4.0|23040|76953.59999999999|23040.0|1.0|Dattes Dénoyautées
ecocert|2024-10-15|Suisse|20520.0|4.0|82080|274147.2|82080.0|1.0|Dattes Dénoyautées
ecocert|2024-10-15|France|2160.0|4.0|8640|28857.6|8640.0|1.0|pâte de datte
ecocert|2024-10-16|France|1440.0|4.0|5760|19296.0|5760.0|1.0|Dattes Dénoyautées
ecocert|2024-10-16|France|4320.0|4.0|17280|57888.0|17280.0|1.0|Dattes Dénoyautées
ecocert|2024-10-16|France|2160.0|4.0|8640|28944.0|8640.0|1.0|dattes standards
ecocert|2024-10-16|France|1440.0|4.0|5760|19296.0|5760.0|1.0|pâte de datte
ecocert|2024-10-17|Pays-Bas|21060.0|4.0|84240|281361.6|84240.0|1.0|Dattes Dénoyautées
ecocert|2024-10-18|Belgique|24000.0|0.68|16320|54508.8|16320.000000000002|1.0|dattes industruelles
ecocert|2024-10-18|Espagne|1000.0|4.0|4000|13360.0|4000.0|1.0|pâte de datte
ecocert|2024-10-18|Allemagne|960.0|4.0|3840|12825.6|3840.0|1.0|dattes conditionnées
ecocert|2024-10-18|Allemagne|1440.0|4.0|5760|19238.4|5760.0|1.0|pâte de datte
ecocert|2024-10-18|Allemagne|1728.0|4.0|6912|23086.08|6912.0|1.0|Dattes Dénoyautées
ecocert|2024-10-18|Allemagne|1296.0|4.0|5184|17314.56|5184.0|1.0|Dattes Dénoyautées
ecocert|2024-10-18|Allemagne|9720.0|4.0|38880|129859.2|38880.0|1.0|Dattes Dénoyautées
ecocert|2024-10-18|Allemagne|810.0|4.0|3240|10821.6|3240.0|1.0|Dattes Dénoyautées
ecocert|2024-10-18|Allemagne|1080.0|4.0|4320|14428.8|4320.0|1.0|Dattes Dénoyautées
ecocert|2024-10-21|Belgique|21600.0|0.8|17280|57715.2|17280.0|1.0|dattes industruelles
ecocert|2024-10-24|Suisse|20000.0|4.0|80000|268000.0|80000.0|1.0|Dattes Dénoyautées
ecocert|2024-10-24|France|4320.0|4.0|17280|57888.0|17280.0|1.0|Dattes Dénoyautées
ecocert|2024-10-24|France|1440.0|4.0|5760|19296.0|5760.0|1.0|dattes conditionnées
ecocert|2024-10-24|France|5616.0|4.0|22464|75254.40000000001|22464.0|1.0|dattes conditionnées
ecocert|2024-10-24|France|2160.0|4.0|8640|28944.0|8640.0|1.0|dattes standards
ecocert|2024-10-24|France|720.0|4.0|2880|9648.0|2880.0|1.0|pâte de datte
ecocert|2024-10-24|France|1440.0|4.0|5760|19296.0|5760.0|1.0|pâte de datte
ecocert|2024-10-25|Autriche|16896.0|4.0|67584|225730.56|67584.0|1.0|Dattes Dénoyautées
ecocert|2024-10-25|Suisse|4928.0|4.0|19712|65838.08|19712.0|1.0|Dattes Dénoyautées
ecocert|2024-10-28|Italie|6300.0|4.0|25200|84420.0|25200.0|1.0|pâte de datte
ecocert|2024-10-28|Pays-Bas|4200.0|4.0|16800|56280.0|16800.0|1.0|Dattes Dénoyautées
ecocert|2024-10-29|Allemagne|864.0|4.0|3456|11577.6|3456.0|1.0|Dattes Dénoyautées
ecocert|2024-10-29|Allemagne|1440.0|4.0|5760|19296.0|5760.0|1.0|pâte de datte
ecocert|2024-10-29|Allemagne|3240.0|4.0|12960|43416.0|12960.0|1.0|Poudre de dattes
ecocert|2024-10-29|Allemagne|810.0|4.0|3240|10854.0|3240.0|1.0|Dattes Dénoyautées
ecocert|2024-10-29|Allemagne|10260.0|4.0|41040|137484.0|41040.0|1.0|Dattes Dénoyautées
ecocert|2024-10-31|Allemagne|1080.0|4.0|4320|14515.2|4320.0|1.0|Dattes Dénoyautées
ecocert|2024-11-01|Allemagne|4000.0|2.0|8000|26800.0|8000.0|1.0|Poudre de dattes
ecocert|2024-11-01|Autriche|16896.0|4.0|67584|226406.4|67584.0|1.0|Dattes Dénoyautées
ecocert|2024-11-01|Autriche|16896.0|4.0|67584|226406.4|67584.0|1.0|Dattes Dénoyautées
ecocert|2024-11-01|Belgique|24000.0|4.0|96000|321600.0|96000.0|1.0|Dattes Dénoyautées
ecocert|2024-11-08|Slovaquie|20790.0|4.0|83160|276922.8|83160.0|1.0|Dattes Dénoyautées
ecocert|2024-11-08|Suisse|4944.0|4.0|19776|65854.08|19776.0|1.0|Dattes Dénoyautées
ecocert|2024-11-08|Suisse|21600.0|4.0|86400|287712.0|86400.0|1.0|Dattes Dénoyautées
ecocert|2024-11-08|Autriche|16896.0|4.0|67584|225054.72|67584.0|1.0|Dattes Dénoyautées
ecocert|2024-11-08|Allemagne|16974.0|4.0|67896|226093.68|67896.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|864.0|4.0|3456|11473.92|3456.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|2592.0|4.0|10368|34421.75999999999|10368.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|3240.0|4.0|12960|43027.2|12960.0|1.0|Poudre de dattes
ecocert|2024-11-15|Allemagne|1080.0|4.0|4320|14342.4|4320.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|1215.0|4.0|4860|16135.2|4860.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|480.0|4.0|1920|6374.4|1920.0|1.0|Dattes Dénoyautées
ecocert|2024-11-15|Allemagne|7020.0|4.0|28080|93225.59999999999|28080.0|1.0|Dattes Dénoyautées
ecocert|2024-11-21|France|4200.0|4.0|16800|55608.0|16800.0|1.0|Dattes Branchées
ecocert|2024-11-21|France|960.0|4.0|3840|12710.4|3840.0|1.0|Dattes Dénoyautées
ecocert|2024-11-21|France|3024.0|4.0|12096|40037.76|12096.0|1.0|Dattes Dénoyautées
ecocert|2024-11-21|France|2160.0|4.0|8640|28598.4|8640.0|1.0|Dattes Dénoyautées
ecocert|2024-11-21|France|2700.0|4.0|10800|35748.0|10800.0|1.0|Dattes Dénoyautées
ecocert|2024-11-21|France|1440.0|4.0|5760|19065.6|5760.0|1.0|pâte de datte
ecocert|2024-11-21|France|1080.0|4.0|4320|14299.2|4320.0|1.0|Poudre de dattes
ecocert|2024-11-21|France|600.0|4.0|2400|7944.0|2400.0|1.0|dattes standards
ecocert|2024-11-21|France|600.0|4.0|2400|7944.0|2400.0|1.0|dattes standards
ecocert|2024-11-21|France|720.0|4.0|2880|9532.8|2880.0|1.0|dattes standards
ecocert|2024-11-22|France|4800.0|4.0|19200|63168.0|19200.0|1.0|dattes standards
ecocert|2024-11-22|France|4800.0|4.0|19200|63168.0|19200.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|810.0|4.0|3240|10659.6|3240.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|1440.0|4.0|5760|18950.4|5760.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|3240.0|4.0|12960|42638.4|12960.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|1080.0|4.0|4320|14212.8|4320.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|5400.0|4.0|21600|71064.0|21600.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|2700.0|4.0|10800|35532.0|10800.0|1.0|dattes standards
ecocert|2024-11-22|Allemagne|3240.0|4.0|12960|42638.4|12960.0|1.0|dattes standards
ecocert|2024-11-25|Suisse|20000.0|4.0|80000|264800.0|80000.0|1.0|dattes standards
ecocert|2024-11-26|Belgique|22800.0|0.5|11400|37734.0|11400.0|1.0|dattes industruelles
ecocert|2024-11-26|Autriche|16896.0|4.0|67584|223703.04|67584.0|1.0|dattes standards
ecocert|2024-11-27|Belgique|24000.0|0.5|12000|39600.0|12000.0|1.0|dattes industruelles
ecocert|2024-11-28|France|3514.0|4.617|16224.138|53864.13816|16224.138|1.0|Dattes Branchées
ecocert|2024-12-03|Allemagne|19008.0|2.95|56073.60000000001|185603.616|56073.600000000006|1.0|Dattes Dénoyautées
ecocert|2024-12-03|Allemagne|1620.0|2.95|4779|15818.49|4779.0|1.0|dattes standards
ecocert|2024-12-03|Allemagne|452.0|2.95|1333.4|4413.554|1333.4|1.0|pâte de datte
ecocert|2024-12-03|Allemagne|3240.0|2.95|9558|31636.98|9558.0|1.0|Poudre de dattes
ecocert|2024-12-03|Allemagne|1080.0|2.95|3186|10545.66|3186.0|1.0|dattes standards
ecocert|2024-12-03|Allemagne|3780.0|2.95|11151|36909.81|11151.0|1.0|dattes standards
ecocert|2024-12-03|Allemagne|3024.0|2.95|8920.800000000001|29527.84800000001|8920.800000000001|1.0|dattes standards
ecocert|2024-12-03|Allemagne|3240.0|2.95|9558|31636.98|9558.0|1.0|dattes conditionnées
ecocert|2024-12-03|France|200.0|2.95|590|1952.9|590.0|1.0|Dattes découpées
ecocert|2024-12-03|France|500.0|2.95|1475|4882.25|1475.0|1.0|Dattes Branchées
ecocert|2024-12-03|France|480.0|2.95|1416|4686.96|1416.0|1.0|Dattes Branchées
ecocert|2024-12-03|France|240.0|2.95|708|2343.48|708.0|1.0|dattes conditionnées
ecocert|2024-12-03|France|110.0|2.95|324.5|1074.095|324.5|1.0|dattes standards
ecocert|2024-12-03|France|680.0|2.95|2006|6639.860000000001|2006.0000000000002|1.0|dattes standards
ecocert|2024-12-03|France|800.0|2.95|2360|7811.6|2360.0|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|2040.0|2.95|6018|19919.58|6018.0|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|450.0|2.95|1327.5|4394.025|1327.5|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|150.0|2.95|442.5|1464.675|442.5|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|540.0|2.95|1593|5272.83|1593.0|1.0|dattes conditionnées
ecocert|2024-12-03|France|450.0|2.95|1327.5|4394.025|1327.5|1.0|dattes conditionnées
ecocert|2024-12-03|France|150.0|2.95|442.5|1464.675|442.5|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|280.0|3.1|868|2873.08|868.0|1.0|pâte de datte
ecocert|2024-12-03|France|300.0|3.1|930|3078.3|930.0|1.0|pâte de datte
ecocert|2024-12-03|France|1600.0|3.1|4960|16417.6|4960.0|1.0|pâte de datte
ecocert|2024-12-03|France|1360.0|3.0|4080|13504.8|4080.0|1.0|Dattes Branchées
ecocert|2024-12-03|France|2040.0|3.0|6120|20257.2|6120.0|1.0|Dattes Dénoyautées
ecocert|2024-12-03|France|4760.0|3.0|14280|47266.8|14280.0|1.0|dattes standards
ecocert|2024-12-05|France|1200.0|3.0|3600|11916.0|3600.0|1.0|dattes conditionnées
ecocert|2024-12-05|France|960.0|3.0|2880|9532.8|2880.0|1.0|Dattes Dénoyautées
ecocert|2024-12-05|France|4320.0|3.0|12960|42897.6|12960.0|1.0|dattes conditionnées
ecocert|2024-12-05|France|3456.0|3.0|10368|34318.08|10368.0|1.0|dattes conditionnées
ecocert|2024-12-05|France|3780.0|3.0|11340|37535.4|11340.0|1.0|dattes standards
ecocert|2024-12-05|France|1440.0|3.1|4464|14775.84|4464.0|1.0|pâte de datte
ecocert|2024-12-05|France|1080.0|3.4|3672|12154.32|3672.0|1.0|Poudre de dattes
ecocert|2024-12-06|Belgique|2600.0|3.0|7800|25818.0|7800.0|1.0|Dattes Dénoyautées
ecocert|2024-12-09|Allemagne|1620.0|3.0|4860|16135.2|4860.0|1.0|dattes standards
ecocert|2024-12-09|Allemagne|452.0|3.0|1356|4501.92|1356.0|1.0|pâte de datte
ecocert|2024-12-09|Allemagne|3240.0|2.95|9558|31732.56|9558.0|1.0|Poudre de dattes
ecocert|2024-12-09|Allemagne|1215.0|3.0|3645|12101.4|3645.0|1.0|dattes standards
ecocert|2024-12-09|Allemagne|3780.0|3.0|11340|37648.8|11340.0|1.0|dattes standards
ecocert|2024-12-09|Allemagne|4860.0|3.0|14580|48405.6|14580.0|1.0|dattes standards
ecocert|2024-12-09|Allemagne|1728.0|3.0|5184|17210.88|5184.0|1.0|dattes standards
ecocert|2024-12-10|Espagne|1000.0|3.0|3000|9960.0|3000.0|1.0|dattes standards
ecocert|2024-12-10|Espagne|1000.0|3.0|3000|9960.0|3000.0|1.0|dattes standards
ecocert|2024-12-12|Autriche|17820.0|3.0|53460|176952.6|53460.0|1.0|dattes standards
ecocert|2024-12-13|Autriche|17820.0|3.0|53460|176418.0|53460.0|1.0|dattes standards
ecocert|2024-12-13|Allemagne|2160.0|3.0|6480|21384.0|6480.0|1.0|dattes standards
ecocert|2024-12-13|Allemagne|2880.0|3.0|8640|28512.0|8640.0|1.0|pâte de datte
ecocert|2024-12-13|Allemagne|3240.0|2.95|9558|31541.4|9558.0|1.0|Poudre de dattes
ecocert|2024-12-13|Allemagne|2700.0|3.0|8100|26730.0|8100.0|1.0|dattes standards
ecocert|2024-12-13|Allemagne|7020.0|3.0|21060|69498.0|21060.0|1.0|dattes standards
ecocert|2024-12-16|Suisse|1350.0|3.0|4050|13405.5|4050.0|1.0|dattes standards
ecocert|2024-12-16|Suisse|1350.0|3.0|4050|13405.5|4050.0|1.0|dattes standards
ecocert|2024-12-16|Allemagne|2160.0|3.0|6480|21448.8|6480.0|1.0|dattes standards
ecocert|2024-12-16|Allemagne|2880.0|3.0|8640|28598.4|8640.0|1.0|pâte de datte
ecocert|2024-12-16|Allemagne|3240.0|3.4|11016|36462.96|11016.0|1.0|Poudre de dattes
ecocert|2024-12-16|Allemagne|2700.0|3.0|8100|26811.0|8100.0|1.0|dattes standards
ecocert|2024-12-16|Allemagne|7020.0|3.0|21060|69708.6|21060.0|1.0|dattes standards
ecocert|2024-12-23|Suisse|20160.0|3.0|60480|199584.0|60480.0|1.0|dattes standards
ecocert|2024-12-25|France|1440.0|3.0|4320|14256.0|4320.0|1.0|Dattes Dénoyautées
ecocert|2024-12-25|France|3456.0|3.0|10368|34214.4|10368.0|1.0|dattes conditionnées
ecocert|2024-12-25|France|3888.0|3.0|11664|38491.2|11664.0|1.0|dattes conditionnées
ecocert|2024-12-25|France|3240.0|3.0|9720|32076.0|9720.0|1.0|dattes standards
ecocert|2024-12-25|France|1440.0|3.0|4320|14256.0|4320.0|1.0|pâte de datte
ecocert|2024-12-25|France|1080.0|3.0|3240|10692.0|3240.0|1.0|Poudre de dattes
ecocert|2024-12-25|France|720.0|3.0|2160|7128.0|2160.0|1.0|pâte de datte
ecocert|2024-12-25|France|600.0|3.0|1800|5940.0|1800.0|1.0|dattes standards
ecocert|2024-12-25|France|600.0|3.0|1800|5940.0|1800.0|1.0|dattes standards
ecocert|2024-12-25|Allemagne|1440.0|3.0|4320|14256.0|4320.0|1.0|dattes standards
ecocert|2024-12-25|Allemagne|2160.0|3.0|6480|21384.0|6480.0|1.0|pâte de datte
ecocert|2024-12-25|Allemagne|3240.0|3.0|9720|32076.0|9720.0|1.0|Poudre de dattes
ecocert|2024-12-25|Allemagne|432.0|3.0|1296|4276.8|1296.0|1.0|dattes conditionnées
ecocert|2024-12-25|Allemagne|864.0|3.0|2592|8553.6|2592.0|1.0|dattes standards
ecocert|2024-12-25|Allemagne|9720.0|3.0|29160|96228.0|29160.0|1.0|Dattes Dénoyautées
ecocert|2024-12-26|France|1050.0|3.0|3150|10426.5|3150.0|1.0|pâte de datte
ecocert|2024-12-27|Suisse|20880.0|3.0|62640|207964.8|62640.0|1.0|dattes standards
ecocert|2024-12-27|Allemagne|3456.0|3.0|10368|34421.75999999999|10368.0|1.0|dattes conditionnées
ecocert|2024-12-27|Allemagne|450.0|3.0|1350|4482.0|1350.0|1.0|pâte de datte
ecocert|2024-12-27|Allemagne|2700.0|2.95|7965.000000000001|26443.8|7965.000000000001|1.0|Poudre de dattes
ecocert|2024-12-27|Allemagne|8640.0|3.0|25920|86054.4|25920.0|1.0|Dattes Dénoyautées
ecocert|2024-12-27|Allemagne|960.0|3.0|2880|9561.6|2880.0|1.0|Dattes Dénoyautées
ecocert|2025-01-03|Slovaquie|7560.0|3.0|22680|74821.31999999999|22680.0|1.0|Dattes Dénoyautées
ecocert|2025-01-03|Allemagne|17920.0|3.0|53760|177354.24|53760.0|1.0|Dattes Dénoyautées
ecocert|2025-01-06|Allemagne|20000.0|3.7|74000|244496.0|74000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-06|France|5184.0|3.0|15552|51383.808|15552.0|1.0|pâte de datte
ecocert|2025-01-06|Allemagne|20000.0|3.7|74000|244496.0|74000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-07|Autriche|16896.0|3.0|50688|167473.152|50688.0|1.0|dattes standards
ecocert|2025-01-09|Allemagne|452.0|3.0|1356|4484.292|1356.0|1.0|pâte de datte
ecocert|2025-01-09|Allemagne|3240.0|3.0|9720|32144.04|9720.0|1.0|Poudre de dattes
ecocert|2025-01-09|Allemagne|5400.0|3.0|16200|53573.4|16200.0|1.0|dattes standards
ecocert|2025-01-09|Allemagne|7560.0|3.0|22680|75002.76|22680.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|Allemagne|864.0|3.0|2592|8571.744|2592.0|1.0|dattes conditionnées
ecocert|2025-01-09|Belgique|21600.0|1.0|21600|71431.2|21600.0|1.0|dattes industruelles
ecocert|2025-01-09|France|800.0|3.0|2400|7936.8|2400.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|France|960.0|3.0|2880|9524.16|2880.0|1.0|Dattes Dénoyautées
ecocert|2025-01-09|France|3260.16|3.0|9780.48|32344.04736|9780.48|1.0|Dattes Dénoyautées
ecocert|2025-01-09|Turquia|21060.0|3.1|63392.706|209639.678742|63392.706|0.971|Dattes Dénoyautées
ecocert|2025-01-10|France|5184.0|3.0|15552|51446.016|15552.0|1.0|pâte de datte
ecocert|2025-01-10|Espagne|660.0|3.0|1980|6549.839999999999|1980.0|1.0|Dattes Branchées
ecocert|2025-01-10|Espagne|1000.0|3.0|3000|9924.0|3000.0|1.0|Dattes Branchées
ecocert|2025-01-10|Espagne|4480.0|3.0|13440|44459.52|13440.0|1.0|pâte de datte
ecocert|2025-01-10|Espagne|3000.0|3.0|9000|29772.0|9000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|2688.0|3.0|8064|26675.712|8064.0|1.0|Dattes Branchées
ecocert|2025-01-10|France|7680.0|3.0|23040|76216.31999999999|23040.0|1.0|Dattes découpées
ecocert|2025-01-10|France|2916.0|3.0|8748|28938.384|8748.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|3300.0|3.0|9900|32749.2|9900.0|1.0|Dattes Dénoyautées
ecocert|2025-01-10|France|1664.0|3.0|4992|16513.536|4992.0|1.0|pâte de datte
ecocert|2025-01-10|France|4000.0|3.0|12000|39696.0|12000.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|3402.0|3.0|10206|33761.448|10206.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|3888.0|3.0|11664|38584.512|11664.0|1.0|dattes conditionnées
ecocert|2025-01-10|France|8640.0|3.0|25920|85743.36|25920.0|1.0|pâte de datte
ecocert|2025-01-10|Pays-Bas|17600.0|3.0|52800|174662.4|52800.0|1.0|Dattes Dénoyautées
ecocert|2025-01-13|Suisse|20000.0|3.0|60000|197640.0|60000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-13|Allemagne|2560.0|3.0|7680|25297.92|7680.0|1.0|Dattes Dénoyautées
ecocert|2025-01-14|France|1920.0|3.0|5760|19036.8|5760.0|1.0|Dattes Dénoyautées
ecocert|2025-01-14|France|3024.0|3.0|9072|29982.96|9072.0|1.0|dattes conditionnées
ecocert|2025-01-14|France|3456.0|3.0|10368|34266.24000000001|10368.0|1.0|dattes conditionnées
ecocert|2025-01-14|France|3780.0|3.0|11340|37478.7|11340.0|1.0|dattes standards
ecocert|2025-01-14|France|480.0|3.0|1440|4759.2|1440.0|1.0|Dattes Branchées
ecocert|2025-01-14|France|1440.0|3.0|4320|14277.6|4320.0|1.0|pâte de datte
ecocert|2025-01-14|France|540.0|3.4|1836|6067.98|1836.0|1.0|Poudre de dattes
ecocert|2025-01-14|France|600.0|3.0|1800|5949.0|1800.0|1.0|Dattes découpées
ecocert|2025-01-14|France|1440.0|3.0|4320|14277.6|4320.0|1.0|pâte de datte
ecocert|2025-01-15|France|600.0|3.0|1800|5959.8|1800.0|1.0|Dattes découpées
ecocert|2025-01-16|Allemagne|14000.0|3.0|42000|138852.0|42000.0|1.0|Dattes Dénoyautées
ecocert|2025-01-16|Autriche|8160.0|3.0|24480|80930.88|24480.0|1.0|dattes standards
ecocert|2025-01-17|Espagne|8448.0|3.0|25344|83787.264|25344.0|1.0|pâte de datte
ecocert|2025-01-17|Danemark|11520.0|3.0|34560|114255.36|34560.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|2880.0|3.0|8640|28563.84|8640.0|1.0|pâte de datte
ecocert|2025-01-17|Allemagne|450.0|3.0|1350|4463.1|1350.0|1.0|pâte de datte
ecocert|2025-01-17|Allemagne|3240.0|3.0|9720|32134.32|9720.0|1.0|Poudre de dattes
ecocert|2025-01-17|Allemagne|4860.0|3.0|14580|48201.48|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|4860.0|3.0|14580|48201.48|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-17|Allemagne|1620.0|3.7|5994|19816.164|5994.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|Suisse|20880.0|3.0|62640|207714.24|62640.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|480.0|3.0|1440|4775.04|1440.0|1.0|Dattes Branchées
ecocert|2025-01-21|France|2880.0|3.7|10656|35335.29599999999|10656.0|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|3024.0|3.7|11188.8|37102.0608|11188.800000000001|1.0|Dattes Dénoyautées
ecocert|2025-01-21|France|3024.0|3.0|9072|30082.752|9072.0|1.0|dattes conditionnées
ecocert|2025-01-21|France|3780.0|3.0|11340|37603.44|11340.0|1.0|dattes standards
ecocert|2025-01-21|France|1440.0|3.0|4320|14325.12|4320.0|1.0|pâte de datte
ecocert|2025-01-21|France|540.0|3.4|1836|6088.175999999999|1836.0|1.0|Poudre de dattes
ecocert|2025-01-21|France|1440.0|3.0|4320|14325.12|4320.0|1.0|pâte de datte
ecocert|2025-01-23|Suisse|256.0|3.0|768|2547.456|768.0|1.0|pâte de datte
ecocert|2025-01-23|Suisse|2304.0|3.0|6912|22927.104|6912.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|2592.0|3.0|7776|25792.992|7776.0|1.0|dattes conditionnées
ecocert|2025-01-23|Allemagne|2160.0|2.45|5292|17553.564|5292.0|1.0|pâte de datte
ecocert|2025-01-23|Allemagne|2160.0|3.4|7344|24360.048|7344.0|1.0|Poudre de dattes
ecocert|2025-01-23|Allemagne|2592.0|3.0|7776|25792.992|7776.0|1.0|dattes conditionnées
ecocert|2025-01-23|Allemagne|4860.0|3.0|14580|48361.86|14580.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|1080.0|3.0|3240|10747.08|3240.0|1.0|Dattes Dénoyautées
ecocert|2025-01-23|Allemagne|1215.0|3.0|3645|12090.465|3645.0|1.0|dattes conditionnées
ecocert|2025-01-23|Belgique|21600.0|1.0|21600|71647.2|21600.0|1.0|dattes industruelles
ecocert|2025-01-24|Suisse|4608.0|3.0|13824|46033.92|13824.0|1.0|pâte de datte
ecocert|2025-01-24|Suisse|1200.0|3.4|4080|13586.4|4080.0|1.0|Poudre de dattes
