OCC|Date exportation|Pays d'exportation|Quantite|PU|PT|EQ DT|EQ EU|Devise|Produit
Ccpb|2025-08-21|France|140.0|12.285714285714286|1720|5762.0|1720.0|3.35|Barres de dattes au chocolat 35 g
Ccpb|2025-08-21|France|70.0|12.285714285714286|860|2881.0|860.0|3.35|Barres de dattes Banane-Coco 35 g
Ccpb|2025-08-22|Italie|13828.8|2.93|40518.384|135736.5864|40518.384|3.35|Dattes dénoyautées
Ccpb|2025-09-02|Slovaquie|5750.0|0.825|4743.75|15891.5625|4743.75|3.35|Pâte de dattes
Ccpb|2025-09-02|Slovaquie|4000.0|2.15|8600|28810.0|8600.0|3.35|Poudre de dattes
Ccpb|2025-09-05|Espagne|6720.0|2.0|13440|45696.0|13440.0|3.4|Pâte de dattes
Ccpb|2025-09-10|Italie|8644.8|2.93|25329.264|86119.49759999999|25329.264|3.4|Dattes dénoyautées
Ccpb|2025-09-10|Allemagne|18090.0|2.41|43596.9|148665.429|43596.9|3.41|Dattes dénoyautées
Ccpb|2025-09-15|France|2940.0|1.25|3675|12495.0|3675.0|3.4|Pâte de dattes
Ccpb|2025-09-15|Belgique|3060.0|1.25|3825|13005.0|3825.0|3.4|Pâte de dattes
Ccpb|2025-09-18|USA|18000.0|2.37|42660|145044.0|42660.0|3.4|Poudre de dattes
Ccpb|2025-09-19|Allemagne|3200.0|1.4|4480|15232.0|4480.0|3.4|Pâte de dattes
Ccpb|2025-09-19|Allemagne|8160.0|2.3|18768|63811.2|18768.0|3.4|Dattes découpées
Ccpb|2025-09-19|Allemagne|4800.0|2.65|12720|43248.0|12720.0|3.4|Poudre de dattes
kiwa|2024-10-03|pays bas|21760.0||54 400|183328.0|54400.0|3.37|dattes standard
kiwa|2024-10-05|pays bas|20000.0|3.5|70 000.00|235200.0|70000.0|3.36|poudre de dattes
kiwa|2024-10-10|Belgique|21600.0||16 200|54432.0|16200.0|3.36|dattes standard
kiwa|2024-10-11|pays bas|21600.0||52 245|175020.75|52245.0|3.35|dattes standard
kiwa|2024-10-19|espagne|9000.0|1.39|12 510.00|41783.4|12510.0|3.34|pate de datte
kiwa|2024-10-23|pays bas|21600.0||51 408|171702.72|51408.0|3.34|dattes standard
kiwa|2024-10-25|pays bas|21760.0||54 400|181696.0|54400.0|3.34|dattes standard
kiwa|2024-10-27|espagne|13000.0|1.39|18 070.00|60534.5|18070.0|3.35|pate de datte
kiwa|2024-10-28|allemagne|18480.0||56 040|187734.0|56040.0|3.35|dattes standard
kiwa|2024-11-04|allemagne|21600.0|0.66|14256|47757.6|14256.0|3.35|dattes standard
kiwa|2024-11-07|pays bas|21615.0|2.7093684941013185|58563|195014.79|58563.0|3.33|dattes standard
kiwa|2024-11-08|pays bas|21760.0|2.95|64192|213759.36|64192.0|3.33|dattes standard
kiwa|2024-11-08|Suisse|19545.0|3.9187515988743926|76592|255051.36|76592.0|3.33|dattes standard
kiwa|2024-11-11|USA|9400.0|1.0|8836|29423.88|8836.0|3.33|poudre de dattes
kiwa|2024-11-11|USA|453.6|1.0|426.384|1419.85872|426.384|3.33|poudre de dattes
kiwa|2024-11-11|allemagne|17496.0|3.0617283950617282|53568|178381.44|53568.0|3.33|dattes standard
kiwa|2024-11-14|allemagne|12675.0|3.9115581854043393|49579|164106.49|49579.0|3.31|dattes standard
kiwa|2024-11-16|Suisse|21600.0|2.9|62640|207964.8|62640.0|3.32|dattes standard
kiwa|2024-11-19|allemagne|6650.0|3.308270676691729|22000|72820.0|22000.0|3.31|dattes standard
kiwa|2024-11-21|Suisse|19545.0|3.9187515988743926|76592|251987.68|76592.0|3.29|dattes standard
kiwa|2024-11-23|allemagne|7175.0|3.1205574912891985|22390|73663.1|22390.0|3.29|dattes standard
kiwa|2024-11-23|Turkia|22000.0|1.85|40700|133903.0|40700.0|3.29|dattes standard
kiwa|2024-11-23|Suisse|10260.0|3.892105263157895|39933|131379.57|39933.0|3.29|dattes standard
kiwa|2024-11-28|allemagne|21760.0|2.5|54400|180608.0|54400.0|3.32|dattes standard
kiwa|2024-12-02|allemagne|4800.0|3.3875|16260|53820.6|16260.0|3.31|dattes standard
kiwa|2024-12-02|pays bas|21600.0|2.301574074074074|49714|164553.34|49714.0|3.31|dattes standard
kiwa|2024-12-07|pays bas|21600.0|2.4625|53190|176058.9|53190.0|3.31|dattes standard
kiwa|2024-12-10|allemagne|15000.0|2.98|44700|148404.0|44700.0|3.32|poudre de dattes
kiwa|2024-12-11|Bulgarie|22000.0|3.32|33000|109230.0|33000.0|3.31|pate de datte
kiwa|2024-12-11|Bulgarie|5096.0|3.32|13759|45542.29|13759.0|3.31|dattes dénoyautées
kiwa|2024-12-12|allemagne|20000.0|1.5|30000|99000.0|30000.0|3.3|pate de datte
kiwa|2024-12-12|pays bas|21760.0|2.5|54400|179520.0|54400.0|3.3|dattes standard
kiwa|2024-12-12|Belgique|21600.0|0.75|16200|53460.0|16200.0|3.3|dattes standard
kiwa|2024-12-12|Belgique|21600.0|0.75|16200|53460.0|16200.0|3.3|dattes standard
kiwa|2024-12-12|allemagne|3640.0|2.373076923076923|8638|28505.4|8638.0|3.3|dattes standard
kiwa|2024-12-16|allemagne|3288.0|3.5|11508|38091.48|11508.0|3.31|dattes standard
kiwa|2024-12-21|allemagne|20000.0|1.5|30000|99000.0|30000.0|3.3|pate de datte
kiwa|2024-12-28|pays bas|21600.0|2.5185185185185186|54400|179520.0|54400.0|3.3|dattes standard
kiwa|2025-01-02|italie|15000.0|3.33|23250|76887.75|23250.0|3.307|pate de datte
kiwa|2025-01-09|espagne|20000.0|3.32|34000|112506.0|34000.0|3.309|pate de datte
kiwa|2025-01-09|allemagne|10500.0|3.0|31500|104233.5|31500.0|3.309|dattes standard
kiwa|2025-01-10|allemagne|21600.0|0.73|15768|52144.776|15768.0|3.307|dattes standard
kiwa|2025-01-11|allemagne|10300.0|2.95873786407767|30475|100415.125|30475.0|3.295|dattes standard
kiwa|2025-01-14|allemagne|10760.0|2.594981412639405|27922|92198.444|27922.0|3.302|dattes standard
kiwa|2025-01-15|USA|2040.0|2.5647058823529414|5232|17323.152|5232.0|3.311|dattes dénoyautées
kiwa|2025-01-15|USA|4800.0|2.17|10416|34487.376|10416.0|3.311|pate de datte
kiwa|2025-01-15|pays bas|8000.0|3.3|12800|42380.8|12800.0|3.311|pate de datte
kiwa|2025-01-15|pays bas|4000.0|3.3|9600|31785.6|9600.0|3.311|pate de datte
kiwa|2025-01-15|pays bas|5000.0|3.3|17500|57942.5|17500.0|3.311|poudre de dattes
kiwa|2025-01-15|pays bas|2808.0|3.3|8143.2|26962.1352|8143.2|3.311|dattes dénoyautées
kiwa|2025-01-18|allemagne|8088.0|3.2106824925816024|25968|85746.336|25968.0|3.302|dattes standard
kiwa|2025-01-22|USA|1600.0|21.25|34000|112982.0|34000.0|3.323|pate de datte
kiwa|2025-01-22|Turkia|22000.0|1.95|42900|142556.7|42900.0|3.323|dattes standard
kiwa|2025-01-23|Belgique|24000.0|0.675|16200|53784.0|16200.0|3.32|dattes standard
kiwa|2025-01-23|pays bas|21605.0|2.541587595464013|54911|182304.52|54911.0|3.32|dattes standard
kiwa|2025-01-27|allemagne|21760.0|2.85|62016|206885.376|62016.0|3.336|dattes standard
kiwa|2025-01-29|pays bas|21605.0|2.7315436241610738|59015|195988.815|59015.0|3.321|dattes standard
kiwa|2025-01-31|Belgique|24000.0|0.675|16200|53670.60000000001|16200.0|3.313|dattes standard
kiwa|2025-01-31|pays bas|5000.0|1.5|7500|24847.5|7500.0|3.313|pate de datte
kiwa|2025-01-31|pays bas|5000.0|1.5|7500|24847.5|7500.0|3.313|pate de datte
kiwa|2025-02-04|allemagne|9800.0|3.0|29400|97372.79999999999|29400.0|3.312|dattes standard
kiwa|2025-02-05|espagne|20000.0|3.31|34000|112744.0|34000.0|3.316|pate de datte
kiwa|2025-02-05|allemagne|21760.0|2.85|62016|205645.056|62016.0|3.316|dattes standard
kiwa|2025-02-08|allemagne|10500.0|3.0|31500|104359.5|31500.0|3.313|dattes standard
kiwa|2025-02-11|Bulgarie|12000.0|3.32|13200|43586.40000000001|13200.0|3.302|pate de datte
kiwa|2025-02-11|allemagne|21600.0|0.73|15768|52065.936|15768.0|3.302|dattes standard
kiwa|2025-02-13|Belgique|23600.0|0.75|17700|58604.7|17700.0|3.311|dattes standard
kiwa|2025-02-18|allemagne|23350.0|2.65593147751606|62016|205334.976|62016.0|3.311|dattes standard
kiwa|2025-02-20|allemagne|6860.0|1.9295918367346938|13237|43801.233|13237.0|3.309|dattes standard
kiwa|2025-02-24|allemagne|10900.0|3.110091743119266|33900|112276.8|33900.0|3.312|dattes standard
kiwa|2025-02-25|Belgique|23600.0|0.75|17700|58657.8|17700.0|3.314|dattes standard
kiwa|2025-02-27|allemagne|18150.0|3.2|58080|192477.12|58080.0|3.314|dattes standard
kiwa|2025-02-28|Turkia|22000.0|1.95|42900|141655.8|42900.0|3.302|dattes standard
kiwa|2025-02-28|pays bas|21600.0|2.6|56160|185440.32|56160.0|3.302|dattes standard
kiwa|2025-03-01|allemagne|21760.0|2.85|62016|203660.544|62016.0|3.284|dattes standard
kiwa|2025-03-06|allemagne|20000.0|1.6|32000|107136.0|32000.0|3.348|pate de datte
kiwa|2025-03-07|pays bas|21600.0|2.5085069444444446|54183.75|180919.54125|54183.75|3.339|dattes standard
kiwa|2025-03-10|allemagne|17800.0|3.067415730337079|54600|183019.2|54600.0|3.352|dattes standard
kiwa|2025-03-10|allemagne|21600.0|0.73|15768|52854.336|15768.0|3.352|dattes standard
kiwa|2025-03-13|allemagne|4200.0|1.7|7140|23947.56|7140.0|3.354|dattes standard
kiwa|2025-03-13|pays bas|21600.0|2.582777777777778|55788|187112.952|55788.0|3.354|dattes standard
kiwa|2025-03-18|Bulgarie|22000.0|3.37|24200|81384.6|24200.0|3.363|pate de datte
kiwa|2025-03-18|allemagne|7996.0|3.226113056528264|25796|86751.948|25796.0|3.363|dattes standard
kiwa|2025-03-26|espagne|9000.0|3.37|15300|51255.0|15300.0|3.35|pate de datte
kiwa|2025-03-26|espagne|2000.0|3.37|6000|20100.0|6000.0|3.35|poudre de dattes
kiwa|2025-03-27|allemagne|9575.0|2.974934725848564|28485|95424.75|28485.0|3.35|dattes standard
kiwa|2025-04-04|allemagne|21760.0|2.85|62016|209614.08|62016.0|3.38|dattes standard
kiwa|2025-04-05|allemagne|3600.0|3.3|11880|40154.4|11880.0|3.38|dattes standard
kiwa|2025-04-10|allemagne|15300.0|3.1098039215686275|47580|160820.4|47580.0|3.38|dattes standard
kiwa|2025-04-15|Turkia|22000.0|1.95|42900|145431.0|42900.0|3.39|dattes standard
kiwa|2025-04-15|Belgique|23600.0|0.75|17700|60003.0|17700.0|3.39|dattes standard
kiwa|2025-04-17|allemagne|9800.0|3.0|29400|99666.0|29400.0|3.39|dattes standard
kiwa|2025-04-18|pays bas|4680.0|3.0|14040|47595.6|14040.0|3.39|dattes dénoyautées
kiwa|2025-04-18|pays bas|4680.0|3.0|14040|47595.6|14040.0|3.39|dattes dénoyautées
kiwa|2025-04-18|pays bas|4680.0|3.0|14040|47595.6|14040.0|3.39|dattes dénoyautées
kiwa|2025-04-18|pays bas|4680.0|3.0|14040|47595.6|14040.0|3.39|dattes dénoyautées
kiwa|2025-04-22|allemagne|21760.0|2.85|62016|210854.4|62016.0|3.4|dattes standard
kiwa|2025-04-23|Bulgarie|22000.0|3.39|33000|112200.0|33000.0|3.4|pate de datte
kiwa|2025-04-24|allemagne|21600.0|0.73|15768|53453.52|15768.0|3.39|dattes standard
kiwa|2025-04-26|allemagne|10000.0|2.98|29800|101320.0|29800.0|3.4|poudre de dattes
kiwa|2025-04-30|pays bas|20000.0|3.39|70000|236600.0|70000.0|3.38|poudre de dattes
kiwa|2025-05-01|allemagne|12750.0|2.771764705882353|35340|119095.8|35340.0|3.37|dattes standard
kiwa|2025-05-06|pays bas|21640.0|2.5038701478743066|54183.75|183141.075|54183.75|3.38|dattes standard
kiwa|2025-05-06|Belgique|23600.0|0.75|17700|59826.0|17700.0|3.38|dattes standard
kiwa|2025-05-12|allemagne|21760.0|0.95|20672|69664.64|20672.0|3.37|dattes standard
kiwa|2025-05-13|pérou|500.0|17.1|8550|28899.0|8550.0|3.38|poudre de dattes
kiwa|2025-05-14|espagne|18000.0|3.39|30600|103428.0|30600.0|3.38|pate de datte
kiwa|2025-05-15|Belgique|23600.0|0.75|17700|59826.0|17700.0|3.38|dattes standard
kiwa|2025-05-17|allemagne|21760.0|2.85|62016|208373.76|62016.0|3.36|dattes standard
kiwa|2025-05-17|Belgique|23600.0|0.75|17700|59472.0|17700.0|3.36|dattes standard
kiwa|2025-05-22|allemagne|14200.0|3.045774647887324|43250|146185.0|43250.0|3.38|dattes standard
kiwa|2025-05-24|allemagne|10000.0|2.98|29800|101022.0|29800.0|3.39|poudre de dattes
kiwa|2025-05-24|Turkia|22000.0|1.95|42900|145431.0|42900.0|3.39|dattes standard
kiwa|2025-05-25|pays bas|21620.0|2.954914431082331|63885.25|216570.9975|63885.25|3.39|dattes standard
kiwa|2025-05-29|allemagne|3860.0|1.9323834196891192|7459|25062.24|7459.0|3.36|dattes standard
kiwa|2025-05-30|Bulgarie|6552.0|3.38|19656|66437.28|19656.0|3.38|dattes dénoyautées
kiwa|2025-06-02|allemagne|21600.0|0.73|15768|53295.84|15768.0|3.38|dattes standard
kiwa|2025-06-11|Suisse|21600.0|3.1|66960|226324.8|66960.0|3.38|dattes standard
kiwa|2025-06-12|USA|100.0|22.39632|2239.632|6510.1622976|1926.08352|3.38|poudre de dattes
kiwa|2025-06-12|USA|1600.0|36.0|57600|167431.68|49536.0|3.38|pate de datte
kiwa|2025-06-13|Belgique|21600.0|0.75|16200|54756.0|16200.0|3.38|dattes standard
kiwa|2025-06-17|Belgique|21600.0|0.75|16200|54432.0|16200.0|3.36|dattes standard
kiwa|2025-06-17|allemagne|20000.0|0.0001|2|134400.0|40000.0|3.36|dattes dénoyautées
kiwa|2025-06-18|Turkia|22000.0|1.95|42900|144573.0|42900.0|3.37|dattes standard
kiwa|2025-06-19|allemagne|5740.0|2.3560975609756096|13524|45440.64|13524.0|3.36|dattes standard
kiwa|2025-06-23|pays bas|21600.0|2.6|56160|189820.8|56160.0|3.38|dattes standard
kiwa|2025-06-26|Belgique|21600.0|0.75|16200|54918.0|16200.0|3.39|dattes standard
kiwa|2025-06-27|pays bas|4680.0|3.0|14040|47455.2|14040.0|3.38|dattes dénoyautées
kiwa|2025-06-27|pays bas|4680.0|3.0|14040|47455.2|14040.0|3.38|dattes dénoyautées
kiwa|2025-06-27|pays bas|4680.0|3.0|14040|47455.2|14040.0|3.38|dattes dénoyautées
kiwa|2025-07-03|pays bas|21600.0|2.6|56160|190944.0|56160.0|3.4|dattes standard
kiwa|2025-07-04|Bulgarie|22000.0|3.39|33000|112200.0|33000.0|3.4|pate de datte
kiwa|2025-07-04|Belgique|21600.0|0.75|16200|55080.0|16200.0|3.4|dattes standard
kiwa|2025-07-11|Belgique|21600.0|0.75|16200|54918.0|16200.0|3.39|dattes standard
kiwa|2025-07-15|pays bas|21600.0|2.43625|52623|177339.51|52623.0|3.37|dattes standard
kiwa|2025-07-21|Belgique|21600.0|0.75|16200|54594.0|16200.0|3.37|dattes standard
kiwa|2025-07-24|Belgique|21600.0|0.75|16200|54594.0|16200.0|3.37|dattes standard
kiwa|2025-07-26|Suisse|21705.0|2.9618521078092606|64287|217290.06|64287.0|3.38|dattes standard
kiwa|2025-07-28|allemagne|1497.6|4.0|5990.4|20067.84|5990.4|3.35|dattes standard
kiwa|2025-07-31|USA|341.0|17.1|5831.1|16893.27981|5073.057000000001|3.33|poudre de dattes
kiwa|2025-07-31|USA|960.0|36.75|35280|117482.4|35280.0|3.33|pate de datte
kiwa|2025-08-02|pays bas|21600.0|2.4431018518518517|52771|176782.85|52771.0|3.35|dattes standard
kiwa|2025-08-02|Belgique|21600.0|0.75|16200|54270.0|16200.0|3.35|dattes standard
kiwa|2025-08-03|pays bas|4680.0|3.0|14040|47034.0|14040.0|3.35|dattes dénoyautées
kiwa|2025-08-03|pays bas|4680.0|3.0|14040|47034.0|14040.0|3.35|dattes dénoyautées
kiwa|2025-08-03|pays bas|4680.0|3.0|14040|47034.0|14040.0|3.35|dattes dénoyautées
kiwa|2025-08-03|pays bas|4680.0|3.0|14040|47034.0|14040.0|3.35|dattes dénoyautées
kiwa|2025-08-04|allemagne|20300.0|3.0|60900|204624.0|60900.0|3.36|dattes standard
kiwa|2025-08-07|Belgique|21600.0|0.75|16200|54432.0|16200.0|3.36|dattes standard
kiwa|2025-08-16|Belgique|21600.0|0.75|16200|54270.0|16200.0|3.35|dattes standard
kiwa|2025-08-18|allemagne|18000.0|3.2|57600|193536.0|57600.0|3.36|dattes standard
kiwa|2025-08-21|allemagne|9700.0|3.144845360824742|30505|102496.8|30505.0|3.36|dattes standard
kiwa|2025-08-25|Belgique|21600.0|0.75|16200|54432.0|16200.0|3.36|dattes standard
kiwa|2025-08-28|allemagne|2400.0|3.2|7680|25804.8|7680.0|3.36|dattes standard
kiwa|2025-09-01|Belgique|21600.0|0.75|16200|54432.0|16200.0|3.36|dattes standard
kiwa|2025-09-01|Belgique|21600.0|0.75|16200|54432.0|16200.0|3.36|dattes standard
kiwa|2025-09-02|pays bas|21600.0|2.45|52920|178340.4|52920.0|3.37|dattes standard
kiwa|2025-09-07|pays bas|20000.0|3.41|70000|238000.0|70000.0|3.4|poudre de dattes
kiwa|2025-09-09|allemagne|2100.0|2.15|4515|15351.0|4515.0|3.4|dattes standard
kiwa|2025-09-17|Belgique|21600.0|0.75|16200|55404.0|16200.0|3.42|dattes standard
kiwa|2025-09-18|pays bas|21600.0|2.45|52920|180457.2|52920.0|3.41|dattes standard
kiwa|2025-09-21|italie|15000.0|3.42|23250|79282.5|23250.0|3.41|pate de datte
kiwa|2025-09-30|Belgique|21600.0|0.75|16200|55242.0|16200.0|3.41|dattes standard
